rI,gI,bI,rT,gT,bT,rM,gM,bM
2,5,4,61,53,47,30.5,,
2,6,4,80,66,53,40,,
2,6,4,87,72,59,43.5,,
2,6,4,62,61,59,31,,
2,6,4,38,90,129,19,,
2,6,4,35,78,115,17.5,,
2,6,4,51,63,75,25.5,,
2,6,4,62,60,57,31,,
2,5,4,60,59,58,30,,
2,5,4,56,52,49,28,,
2,5,4,46,49,52,23,,
2,5,4,41,47,52,20.5,,
2,6,4,71,59,48,35.5,,
2,6,4,77,62,48,38.5,,
2,6,4,87,75,63,43.5,,
2,6,4,101,81,60,50.5,,
2,6,4,118,73,33,59,,
2,6,4,75,65,56,37.5,,
2,6,4,72,73,72,36,,
2,6,4,72,79,83,36,,
2,5,4,48,54,59,24,,
2,5,4,39,52,65,19.5,,
2,6,4,48,70,91,24,,
2,6,4,62,72,81,31,,
2,5,4,55,63,69,27.5,,
2,5,4,47,59,69,23.5,,
2,5,4,43,57,70,21.5,,
2,6,4,48,75,98,24,,
2,6,4,61,83,101,30.5,,
2,6,4,84,75,64,42,,
2,6,4,68,62,56,34,,
2,6,4,83,87,86,41.5,,
2,6,4,67,80,88,33.5,,
2,6,4,78,72,65,39,,
2,6,4,85,71,59,42.5,,
2,6,4,84,65,49,42,,
2,6,4,87,85,80,43.5,,
2,6,4,63,63,63,31.5,,
2,6,4,76,72,67,38,,
2,6,4,118,92,63,59,,
2,6,4,89,90,88,44.5,,
2,6,4,112,86,60,56,,
2,6,4,90,70,52,45,,
2,6,4,98,77,57,49,,
2,6,4,75,68,61,37.5,,
2,6,4,82,90,93,41,,
2,6,4,83,89,91,41.5,,
2,6,4,72,77,78,36,,
2,6,4,56,80,99,28,,
2,6,4,58,94,119,29,,
2,6,4,82,86,86,41,,
2,6,4,68,80,89,34,,
2,6,4,87,89,88,43.5,,
2,6,4,84,84,82,42,,
2,6,4,105,89,71,52.5,,
2,6,4,111,80,50,55.5,,
2,6,4,65,66,65,32.5,,
2,6,4,65,63,60,32.5,,
2,6,4,97,71,48,48.5,,
2,5,4,65,60,55,32.5,,
2,5,4,73,64,55,36.5,,
2,6,4,83,71,60,41.5,,
2,6,4,80,76,70,40,,
2,6,4,90,75,59,45,,
2,5,4,56,56,55,28,,
2,6,4,48,76,100,24,,
2,6,4,55,83,104,27.5,,
2,6,4,55,67,78,27.5,,
2,6,4,102,83,64,51,,
2,6,4,93,79,64,46.5,,
2,6,4,78,75,70,39,,
2,6,4,80,100,112,40,,
2,6,4,82,110,125,41,,
2,6,4,88,96,100,44,,
2,6,4,64,79,92,32,,
2,6,4,63,89,108,31.5,,
2,6,4,89,84,77,44.5,,
2,6,4,66,67,68,33,,
2,6,4,66,91,109,33,,
2,6,4,93,104,108,46.5,,
2,6,4,83,115,132,41.5,,
2,6,4,111,106,97,55.5,,
2,6,4,101,96,88,50.5,,
2,6,4,65,71,75,32.5,,
2,6,4,79,83,84,39.5,,
2,6,4,86,71,58,43,,
2,6,4,89,84,77,44.5,,
2,6,4,75,86,93,37.5,,
2,5,4,59,63,66,29.5,,
2,6,4,67,77,84,33.5,,
2,6,4,85,74,63,42.5,,
2,5,4,61,56,52,30.5,,
2,6,4,90,67,48,45,,
2,6,4,69,66,63,34.5,,
2,6,4,67,86,100,33.5,,
2,6,4,47,90,122,23.5,,
2,6,4,51,89,117,25.5,,
2,6,4,62,71,77,31,,
2,5,4,55,54,52,27.5,,
2,5,4,46,46,46,23,,
2,5,4,37,51,64,18.5,,
2,5,4,61,58,55,30.5,,
2,6,4,71,59,48,35.5,,
2,6,4,70,71,70,35,,
2,6,4,95,95,92,47.5,,
2,6,4,111,83,55,55.5,,
2,6,4,89,68,50,44.5,,
2,5,4,83,62,45,41.5,,
2,6,4,75,64,54,37.5,,
2,6,4,83,71,60,41.5,,
2,6,4,81,72,63,40.5,,
2,5,4,43,53,62,21.5,,
2,6,4,65,73,79,32.5,,
2,6,4,77,85,90,38.5,,
2,5,4,57,54,52,28.5,,
2,5,4,59,54,50,29.5,,
2,6,4,61,65,67,30.5,,
2,6,4,77,77,74,38.5,,
2,6,4,122,87,51,61,,
2,6,4,116,78,42,58,,
2,6,4,79,89,94,39.5,,
2,6,4,76,67,58,38,,
2,6,4,103,83,62,51.5,,
2,5,4,69,59,50,34.5,,
2,6,4,85,71,59,42.5,,
2,6,4,87,68,52,43.5,,
2,6,4,68,67,65,34,,
2,6,4,82,70,60,41,,
2,6,4,101,81,61,50.5,,
2,6,4,89,88,82,44.5,,
2,6,4,104,100,93,52,,
2,6,4,109,81,54,54.5,,
2,6,4,78,67,56,39,,
2,6,4,73,70,66,36.5,,
2,6,4,62,68,72,31,,
2,6,4,81,69,59,40.5,,
2,6,4,86,74,62,43,,
2,6,4,63,71,77,31.5,,
2,6,4,71,88,99,35.5,,
2,6,4,89,96,98,44.5,,
2,6,4,85,84,80,42.5,,
2,6,4,73,76,75,36.5,,
2,6,4,96,90,81,48,,
2,6,4,72,67,62,36,,
2,6,4,104,79,55,52,,
2,6,4,79,69,59,39.5,,
2,6,4,71,73,73,35.5,,
2,6,4,60,82,100,30,,
2,6,4,79,79,77,39.5,,
2,6,4,79,67,56,39.5,,
2,6,4,64,78,88,32,,
2,6,4,85,80,72,42.5,,
2,6,4,112,76,44,56,,
2,6,4,82,70,59,41,,
2,6,4,60,82,99,30,,
2,6,4,64,86,101,32,,
2,6,4,70,82,90,35,,
2,6,4,50,78,101,25,,
2,6,4,84,82,77,42,,
2,6,4,100,78,57,50,,
2,6,4,84,80,76,42,,
2,6,4,106,90,73,53,,
2,6,4,70,73,75,35,,
2,6,4,118,94,68,59,,
2,6,4,116,93,68,58,,
2,6,4,80,92,99,40,,
2,6,4,82,74,65,41,,
2,6,4,77,98,111,38.5,,
2,6,4,50,92,123,25,,
2,6,4,65,98,120,32.5,,
2,6,4,91,101,106,45.5,,
2,6,4,103,98,89,51.5,,
2,6,4,82,86,86,41,,
2,6,4,74,89,99,37,,
2,6,4,77,89,95,38.5,,
2,6,4,54,65,73,27,,
2,6,4,61,71,78,30.5,,
2,6,4,58,72,84,29,,
2,6,4,48,67,85,24,,
2,5,4,55,59,63,27.5,,
2,6,4,103,87,70,51.5,,
2,6,4,93,68,47,46.5,,
2,6,4,83,67,53,41.5,,
2,5,4,58,60,62,29,,
2,6,4,64,69,73,32,,
2,6,4,66,74,80,33,,
2,5,4,54,58,61,27,,
2,6,4,69,64,58,34.5,,
2,6,4,65,66,65,32.5,,
2,5,4,40,50,59,20,,
2,6,4,77,67,56,38.5,,
2,6,4,61,76,87,30.5,,
2,6,4,53,62,68,26.5,,
2,6,4,57,67,75,28.5,,
2,5,4,67,57,49,33.5,,
2,6,4,86,74,61,43,,
2,6,4,103,80,56,51.5,,
2,6,4,85,75,65,42.5,,
2,5,4,66,59,52,33,,
2,5,4,52,45,40,26,,
2,6,4,69,72,73,34.5,,
2,6,4,68,78,86,34,,
2,6,4,80,83,83,40,,
2,6,4,104,95,83,52,,
2,6,4,113,85,57,56.5,,
2,6,4,84,67,51,42,,
2,5,4,62,54,48,31,,
2,6,4,94,88,81,47,,
2,6,4,137,108,71,68.5,,
2,6,4,116,99,78,58,,
2,6,4,113,76,41,56.5,,
2,6,4,110,90,67,55,,
2,6,4,97,77,57,48.5,,
2,6,4,95,68,46,47.5,,
2,6,4,111,74,40,55.5,,
2,6,4,86,67,51,43,,
2,6,4,82,70,59,41,,
2,6,4,81,82,80,40.5,,
2,6,4,81,66,53,40.5,,
2,6,4,70,78,82,35,,
2,6,4,56,74,90,28,,
2,6,4,69,76,81,34.5,,
2,5,4,50,54,56,25,,
2,6,4,58,79,95,29,,
2,6,4,59,93,117,29.5,,
2,6,4,76,72,67,38,,
2,5,4,62,55,49,31,,
2,5,4,40,52,64,20,,
2,6,4,37,81,118,18.5,,
2,6,4,55,74,90,27.5,,
2,6,4,63,79,90,31.5,,
2,6,4,99,89,78,49.5,,
2,6,4,87,86,83,43.5,,
2,6,4,116,86,56,58,,
2,6,4,121,80,42,60.5,,
2,6,4,69,69,69,34.5,,
2,6,4,96,70,47,48,,
2,6,4,68,82,91,34,,
2,6,4,52,81,105,26,,
2,6,4,72,83,90,36,,
2,6,4,101,93,81,50.5,,
2,6,4,93,92,87,46.5,,
2,6,4,119,83,47,59.5,,
2,6,4,100,75,51,50,,
2,6,4,80,91,96,40,,
2,6,4,52,79,100,26,,
2,6,4,72,85,93,36,,
2,6,4,73,75,75,36.5,,
2,6,4,77,82,84,38.5,,
2,6,4,85,67,50,42.5,,
2,6,4,80,72,64,40,,
2,6,4,96,79,62,48,,
2,6,4,70,79,85,35,,
2,6,4,105,77,51,52.5,,
2,6,4,94,85,74,47,,
2,6,4,81,74,66,40.5,,
2,6,4,85,66,50,42.5,,
2,6,4,66,68,69,33,,
2,6,4,58,75,89,29,,
2,6,4,84,87,87,42,,
2,6,4,107,88,66,53.5,,
2,6,4,105,102,95,52.5,,
2,6,4,94,102,104,47,,
2,6,4,86,84,78,43,,
2,6,4,72,93,107,36,,
2,6,4,67,58,51,33.5,,
2,6,4,60,62,63,30,,
2,6,4,57,64,70,28.5,,
2,6,4,65,73,78,32.5,,
2,6,4,74,66,58,37,,
2,6,4,101,87,72,50.5,,
2,6,4,90,77,64,45,,
2,6,4,62,62,63,31,,
2,5,4,66,56,48,33,,
2,5,4,60,46,35,30,,
2,5,4,77,56,40,38.5,,
2,6,4,80,62,47,40,,
2,6,4,77,80,80,38.5,,
2,6,4,47,64,79,23.5,,
2,6,4,63,70,75,31.5,,
2,5,4,57,56,53,28.5,,
2,6,4,48,69,87,24,,
2,6,4,50,67,81,25,,
2,5,4,57,54,51,28.5,,
2,5,4,63,53,44,31.5,,
2,6,4,77,71,64,38.5,,
2,6,4,75,78,79,37.5,,
2,6,4,75,63,53,37.5,,
2,5,4,53,43,36,26.5,,
2,6,4,69,70,70,34.5,,
2,6,4,61,74,85,30.5,,
2,6,4,50,69,87,25,,
2,6,4,81,104,116,40.5,,
2,6,4,75,85,92,37.5,,
2,6,4,85,70,57,42.5,,
2,6,4,111,90,66,55.5,,
2,6,4,69,64,59,34.5,,
2,6,4,73,82,87,36.5,,
2,6,4,89,95,96,44.5,,
2,6,4,97,85,71,48.5,,
2,6,4,97,80,62,48.5,,
2,6,4,102,85,67,51,,
2,6,4,99,75,51,49.5,,
2,6,4,106,85,63,53,,
2,6,4,108,74,44,54,,
2,6,4,123,70,25,61.5,,
2,6,4,90,71,53,45,,
2,6,4,102,73,48,51,,
2,5,4,61,53,47,30.5,,
2,6,4,69,71,72,34.5,,
2,6,4,71,89,101,35.5,,
2,6,4,52,85,111,26,,
2,6,4,43,66,87,21.5,,
2,6,4,56,72,85,28,,
2,6,4,71,68,65,35.5,,
2,6,4,87,84,80,43.5,,
2,6,4,90,75,61,45,,
2,6,4,59,76,89,29.5,,
2,6,4,47,73,96,23.5,,
2,6,4,39,61,81,19.5,,
2,6,4,55,67,77,27.5,,
2,6,4,73,73,72,36.5,,
2,6,4,71,83,92,35.5,,
2,6,4,68,87,101,34,,
2,5,4,59,61,63,29.5,,
2,6,4,64,68,72,32,,
2,6,4,133,109,78,66.5,,
2,6,4,97,85,71,48.5,,
2,6,4,92,87,80,46,,
2,6,4,89,102,108,44.5,,
2,6,4,104,100,93,52,,
2,6,4,107,88,67,53.5,,
2,6,4,101,83,63,50.5,,
2,6,4,104,83,60,52,,
2,6,4,50,76,97,25,,
2,6,4,70,72,72,35,,
2,6,4,80,70,60,40,,
2,6,4,84,86,84,42,,
2,6,4,79,67,55,39.5,,
2,6,4,95,79,62,47.5,,
2,6,4,91,79,66,45.5,,
2,6,4,88,91,90,44,,
2,6,4,94,81,67,47,,
2,6,4,67,66,64,33.5,,
2,6,4,76,78,79,38,,
2,6,4,86,94,98,43,,
2,6,4,88,82,75,44,,
2,6,4,67,77,85,33.5,,
2,6,4,61,77,90,30.5,,
2,6,4,114,89,63,57,,
2,6,4,104,83,61,52,,
2,6,4,97,95,90,48.5,,
2,6,4,90,105,113,45,,
2,6,4,83,89,90,41.5,,
2,6,4,69,85,95,34.5,,
2,6,4,66,59,52,33,,
2,5,4,62,53,46,31,,
2,5,4,48,41,36,24,,
2,5,4,65,48,35,32.5,,
2,6,4,84,66,51,42,,
2,6,4,115,86,57,57.5,,
2,6,4,63,70,75,31.5,,
2,6,4,74,85,93,37,,
2,6,4,74,70,66,37,,
2,6,4,79,69,61,39.5,,
2,5,4,73,55,40,36.5,,
2,6,4,113,83,54,56.5,,
2,6,4,56,74,90,28,,
2,6,4,45,62,77,22.5,,
2,5,4,60,55,50,30,,
2,5,4,72,49,32,36,,
2,6,4,39,58,75,19.5,,
2,6,4,42,64,84,21,,
2,5,4,58,55,53,29,,
2,6,4,78,70,61,39,,
2,6,4,106,73,43,53,,
2,6,4,71,71,69,35.5,,
2,6,4,58,68,76,29,,
2,5,4,42,46,51,21,,
2,5,4,49,50,51,24.5,,
2,6,4,57,71,82,28.5,,
2,6,4,44,66,86,22,,
2,6,4,57,90,114,28.5,,
2,6,4,68,83,93,34,,
2,6,4,71,72,71,35.5,,
2,5,4,60,58,56,30,,
2,6,4,71,64,58,35.5,,
2,6,4,72,80,85,36,,
2,6,4,95,108,113,47.5,,
2,6,4,44,77,105,22,,
2,5,4,50,55,59,25,,
2,6,4,59,69,78,29.5,,
2,6,4,69,64,59,34.5,,
2,6,4,89,71,55,44.5,,
2,6,4,107,76,48,53.5,,
2,6,4,81,62,46,40.5,,
2,5,4,72,60,49,36,,
2,6,4,76,67,58,38,,
2,6,4,86,74,62,43,,
2,6,4,92,104,109,46,,
2,6,4,65,93,113,32.5,,
2,6,4,39,84,120,19.5,,
2,6,4,62,74,84,31,,
2,5,4,50,56,61,25,,
2,6,4,81,77,71,40.5,,
2,6,4,106,85,62,53,,
2,6,4,119,101,78,59.5,,
2,6,4,110,102,91,55,,
2,6,4,52,64,74,26,,
2,6,4,62,74,83,31,,
2,6,4,62,73,81,31,,
2,6,4,58,67,75,29,,
2,6,4,66,63,60,33,,
2,6,4,99,94,85,49.5,,
2,6,4,96,87,76,48,,
2,6,4,73,70,66,36.5,,
2,6,4,124,93,59,62,,
2,6,4,132,81,32,66,,
2,6,4,109,95,78,54.5,,
2,6,4,105,90,73,52.5,,
2,6,4,103,83,62,51.5,,
2,6,4,81,76,68,40.5,,
2,6,4,90,75,59,45,,
2,6,4,94,99,99,47,,
2,6,4,72,82,86,36,,
2,6,4,68,82,92,34,,
2,6,4,85,86,84,42.5,,
2,6,4,90,87,82,45,,
2,5,4,57,59,60,28.5,,
2,6,4,72,86,96,36,,
2,6,4,93,83,72,46.5,,
2,6,4,120,107,90,60,,
2,6,4,109,105,98,54.5,,
2,6,4,85,84,80,42.5,,
2,6,4,81,77,72,40.5,,
2,6,4,69,71,71,34.5,,
2,6,4,62,73,82,31,,
2,6,4,94,82,68,47,,
2,6,4,88,71,55,44,,
2,6,4,99,78,57,49.5,,
2,6,4,76,69,63,38,,
2,6,4,93,99,101,46.5,,
2,6,4,89,104,112,44.5,,
2,6,4,79,93,101,39.5,,
2,6,4,49,90,120,24.5,,
2,6,4,59,60,61,29.5,,
2,5,4,47,49,52,23.5,,
2,5,4,36,38,40,18,,
2,5,4,40,39,40,20,,
2,6,4,60,61,62,30,,
2,6,4,64,59,55,32,,
2,5,4,56,52,48,28,,
2,5,4,64,60,56,32,,
2,6,4,64,67,68,32,,
2,6,4,63,72,80,31.5,,
2,6,4,73,75,76,36.5,,
2,5,4,52,58,63,26,,
2,6,4,44,61,76,22,,
2,6,4,52,57,61,26,,
2,6,4,75,79,80,37.5,,
2,5,4,55,54,53,27.5,,
2,5,4,39,56,73,19.5,,
2,6,4,48,59,69,24,,
2,5,4,70,55,42,35,,
2,6,4,88,64,44,44,,
2,6,4,87,70,55,43.5,,
2,6,4,75,62,49,37.5,,
2,5,4,51,57,63,25.5,,
2,5,4,47,55,62,23.5,,
2,6,4,46,63,79,23,,
2,6,4,55,75,92,27.5,,
2,6,4,58,72,83,29,,
2,6,4,61,72,80,30.5,,
2,6,4,75,86,94,37.5,,
2,6,4,70,78,82,35,,
2,6,4,71,65,58,35.5,,
2,5,4,61,48,39,30.5,,
2,6,4,54,71,86,27,,
2,6,4,113,95,73,56.5,,
2,6,4,89,97,101,44.5,,
2,6,4,63,86,103,31.5,,
2,6,4,39,76,108,19.5,,
2,6,4,51,69,85,25.5,,
2,6,4,62,72,80,31,,
2,6,4,66,63,60,33,,
2,6,4,76,76,74,38,,
2,6,4,90,96,98,45,,
2,6,4,82,73,64,41,,
2,6,4,92,89,82,46,,
2,6,4,63,87,106,31.5,,
2,6,4,60,82,98,30,,
2,6,4,70,80,86,35,,
2,6,4,80,88,91,40,,
2,6,4,74,70,65,37,,
2,5,4,65,56,49,32.5,,
2,6,4,110,94,75,55,,
2,6,4,105,83,60,52.5,,
2,6,4,78,63,50,39,,
2,6,4,76,81,84,38,,
2,5,4,57,57,56,28.5,,
2,6,4,72,72,70,36,,
2,6,4,54,88,114,27,,
2,6,4,51,75,95,25.5,,
2,6,4,78,103,118,39,,
2,6,4,50,96,128,25,,
2,6,4,42,89,124,21,,
2,6,4,75,89,97,37.5,,
2,6,4,93,74,57,46.5,,
2,6,4,112,95,74,56,,
2,6,4,80,89,93,40,,
2,6,4,107,103,93,53.5,,
2,6,4,114,101,84,57,,
2,6,4,81,80,76,40.5,,
2,6,4,69,67,65,34.5,,
2,6,4,90,92,89,45,,
2,6,4,83,78,71,41.5,,
2,6,4,107,98,85,53.5,,
2,6,4,84,84,81,42,,
2,5,4,71,63,55,35.5,,
2,6,4,77,92,100,38.5,,
2,6,4,109,86,61,54.5,,
2,6,4,119,98,74,59.5,,
2,6,4,100,102,100,50,,
2,6,4,66,83,95,33,,
2,6,4,73,91,103,36.5,,
2,6,4,102,90,77,51,,
2,6,4,67,79,88,33.5,,
2,6,4,90,88,83,45,,
2,6,4,97,74,52,48.5,,
2,6,4,67,68,70,33.5,,
2,6,4,62,77,88,31,,
2,6,4,89,93,93,44.5,,
2,6,4,95,102,103,47.5,,
2,6,4,63,85,102,31.5,,
2,6,4,38,83,119,19,,
2,5,4,54,41,31,27,,
2,5,4,59,51,44,29.5,,
2,6,4,58,62,66,29,,
2,5,4,40,55,70,20,,
2,5,4,49,60,71,24.5,,
2,6,4,63,61,59,31.5,,
2,5,4,62,56,50,31,,
2,6,4,76,68,61,38,,
2,5,4,58,64,69,29,,
2,5,4,36,51,66,18,,
2,5,4,50,52,53,25,,
2,6,4,60,67,71,30,,
2,6,4,56,59,61,28,,
2,5,4,63,54,47,31.5,,
2,6,4,72,81,86,36,,
2,6,4,55,71,85,27.5,,
2,6,4,63,67,70,31.5,,
2,6,4,66,78,87,33,,
2,6,4,78,75,70,39,,
2,6,4,107,82,57,53.5,,
2,6,4,76,66,56,38,,
2,6,4,66,71,74,33,,
2,6,4,51,67,80,25.5,,
2,6,4,56,73,87,28,,
2,5,4,46,46,47,23,,
2,6,4,71,76,79,35.5,,
2,5,4,65,59,53,32.5,,
2,5,4,53,60,66,26.5,,
2,6,4,45,89,121,22.5,,
2,6,4,38,73,105,19,,
2,6,4,69,60,53,34.5,,
2,6,4,93,82,69,46.5,,
2,6,4,77,75,72,38.5,,
2,6,4,105,81,58,52.5,,
2,6,4,84,100,108,42,,
2,6,4,76,97,109,38,,
2,6,4,81,70,59,40.5,,
2,6,4,88,85,79,44,,
2,6,4,113,95,73,56.5,,
2,6,4,110,81,51,55,,
2,6,4,86,86,83,43,,
2,6,4,91,89,83,45.5,,
2,6,4,111,91,69,55.5,,
2,6,4,79,72,65,39.5,,
2,6,4,58,83,102,29,,
2,6,4,72,97,113,36,,
2,6,4,73,85,92,36.5,,
2,6,4,106,88,68,53,,
2,6,4,78,68,58,39,,
2,6,4,71,64,58,35.5,,
2,6,4,81,69,57,40.5,,
2,6,4,69,64,59,34.5,,
2,6,4,83,80,75,41.5,,
2,6,4,76,84,88,38,,
2,6,4,85,80,74,42.5,,
2,6,4,75,90,100,37.5,,
2,6,4,49,81,107,24.5,,
2,6,4,49,68,86,24.5,,
2,6,4,94,111,118,47,,
2,6,4,45,92,126,22.5,,
2,6,4,37,84,121,18.5,,
2,6,4,62,68,72,31,,
2,6,4,73,66,60,36.5,,
2,6,4,91,85,77,45.5,,
2,6,4,73,83,89,36.5,,
2,6,4,103,100,93,51.5,,
2,6,4,119,97,71,59.5,,
2,6,4,90,82,71,45,,
2,6,4,107,87,65,53.5,,
2,6,4,103,95,83,51.5,,
2,6,4,111,79,49,55.5,,
2,6,4,102,76,51,51,,
2,6,4,105,90,74,52.5,,
2,6,4,108,84,60,54,,
2,6,4,109,81,53,54.5,,
2,6,4,95,96,93,47.5,,
2,6,4,53,77,97,26.5,,
2,6,4,59,80,97,29.5,,
2,6,4,72,96,112,36,,
2,6,4,67,82,93,33.5,,
2,6,4,83,86,86,41.5,,
2,6,4,94,87,79,47,,
2,6,4,86,89,89,43,,
2,6,4,64,63,63,32,,
2,6,4,68,84,96,34,,
2,6,4,80,96,106,40,,
2,6,4,99,99,95,49.5,,
2,6,4,88,116,130,44,,
2,6,4,106,105,99,53,,
2,6,4,42,82,116,21,,
2,5,4,54,46,39,27,,
2,6,4,67,60,54,33.5,,
2,5,4,42,50,57,21,,
2,5,4,44,49,54,22,,
2,6,4,53,64,74,26.5,,
2,6,4,77,74,70,38.5,,
2,6,4,75,65,56,37.5,,
2,6,4,83,80,76,41.5,,
2,5,4,59,60,60,29.5,,
2,5,4,49,53,57,24.5,,
2,5,4,42,59,74,21,,
2,5,4,54,56,57,27,,
2,6,4,60,66,71,30,,
2,5,4,60,56,52,30,,
2,6,4,75,65,56,37.5,,
2,6,4,61,72,80,30.5,,
2,6,4,50,70,88,25,,
2,6,4,64,67,68,32,,
2,6,4,67,73,75,33.5,,
2,6,4,87,79,69,43.5,,
2,6,4,68,67,65,34,,
2,6,4,60,69,76,30,,
2,6,4,53,72,89,26.5,,
2,6,4,53,68,82,26.5,,
2,6,4,64,67,70,32,,
2,6,4,82,74,65,41,,
2,6,4,77,78,78,38.5,,
2,6,4,77,81,83,38.5,,
2,6,4,46,91,124,23,,
2,5,4,46,56,66,23,,
2,5,4,69,55,43,34.5,,
2,6,4,77,71,65,38.5,,
2,6,4,63,69,73,31.5,,
2,6,4,56,80,99,28,,
2,6,4,73,77,79,36.5,,
2,6,4,77,82,83,38.5,,
2,6,4,81,69,58,40.5,,
2,6,4,121,82,45,60.5,,
2,6,4,132,89,44,66,,
2,6,4,117,102,83,58.5,,
2,6,4,110,109,103,55,,
2,6,4,94,95,93,47,,
2,6,4,90,79,67,45,,
2,6,4,93,74,55,46.5,,
2,6,4,91,91,87,45.5,,
2,6,4,85,86,83,42.5,,
2,6,4,85,88,88,42.5,,
2,6,4,97,85,71,48.5,,
2,6,4,92,75,57,46,,
2,5,4,53,55,56,26.5,,
2,6,4,54,60,66,27,,
2,6,4,65,65,65,32.5,,
2,6,4,83,76,68,41.5,,
2,6,4,77,78,77,38.5,,
2,6,4,66,64,63,33,,
2,6,4,55,68,79,27.5,,
2,6,4,48,70,90,24,,
2,6,4,65,73,78,32.5,,
2,6,4,64,76,84,32,,
2,6,4,64,98,120,32,,
2,6,4,47,90,122,23.5,,
2,6,4,99,86,71,49.5,,
2,6,4,80,90,95,40,,
2,6,4,85,87,87,42.5,,
2,6,4,63,76,85,31.5,,
2,6,4,101,88,72,50.5,,
2,6,4,76,70,63,38,,
2,6,4,86,86,84,43,,
2,6,4,110,74,40,55,,
2,6,4,109,75,43,54.5,,
2,6,4,87,71,56,43.5,,
2,6,4,116,76,39,58,,
2,6,4,102,77,53,51,,
2,6,4,93,93,89,46.5,,
2,6,4,99,91,81,49.5,,
2,6,4,94,91,85,47,,
2,6,4,65,74,81,32.5,,
2,5,4,48,62,74,24,,
2,5,4,48,62,74,24,,
2,5,4,62,59,56,31,,
2,6,4,89,89,87,44.5,,
2,6,4,105,89,71,52.5,,
2,6,4,104,71,42,52,,
2,6,4,72,90,103,36,,
2,6,4,64,68,72,32,,
2,6,4,77,85,89,38.5,,
2,6,4,79,84,85,39.5,,
2,6,4,75,77,77,37.5,,
2,6,4,92,81,68,46,,
2,6,4,53,78,98,26.5,,
2,5,4,63,61,59,31.5,,
2,6,4,88,81,72,44,,
2,5,4,56,56,56,28,,
2,5,4,42,48,53,21,,
2,6,4,79,69,60,39.5,,
2,6,4,73,62,52,36.5,,
2,6,4,84,80,75,42,,
2,6,4,78,96,107,39,,
2,6,4,67,85,99,33.5,,
2,6,4,61,66,69,30.5,,
2,5,4,40,45,49,20,,
2,6,4,61,66,69,30.5,,
2,6,4,61,79,94,30.5,,
2,6,4,85,63,45,42.5,,
2,6,4,97,62,36,48.5,,
2,6,4,79,69,59,39.5,,
2,6,4,78,72,66,39,,
2,6,4,84,76,65,42,,
2,6,4,77,80,80,38.5,,
2,5,4,55,56,56,27.5,,
2,6,4,74,63,53,37,,
2,5,4,68,61,54,34,,
2,5,4,55,56,57,27.5,,
2,6,4,84,88,88,42,,
2,6,4,90,74,58,45,,
2,6,4,88,77,64,44,,
2,6,4,86,87,85,43,,
2,6,4,93,111,121,46.5,,
2,6,4,97,94,88,48.5,,
2,6,4,97,75,54,48.5,,
2,5,4,66,53,42,33,,
2,6,4,79,74,68,39.5,,
2,6,4,75,76,75,37.5,,
2,6,4,70,72,72,35,,
2,6,4,69,77,82,34.5,,
2,6,4,85,94,98,42.5,,
2,6,4,117,98,74,58.5,,
2,6,4,144,99,46,72,,
2,6,4,121,80,42,60.5,,
2,6,4,121,93,62,60.5,,
2,6,4,89,89,86,44.5,,
2,6,4,62,62,62,31,,
2,5,4,60,64,67,30,,
2,6,4,57,63,68,28.5,,
2,6,4,73,89,99,36.5,,
2,6,4,90,94,95,45,,
2,6,4,85,70,56,42.5,,
2,6,4,90,78,66,45,,
2,6,4,89,69,51,44.5,,
2,5,4,61,64,65,30.5,,
2,5,4,46,55,64,23,,
2,6,4,62,66,69,31,,
2,6,4,76,67,59,38,,
2,5,4,60,60,59,30,,
2,6,4,69,78,84,34.5,,
2,6,4,65,87,103,32.5,,
2,6,4,76,68,61,38,,
2,5,4,69,55,43,34.5,,
2,5,4,61,57,52,30.5,,
2,6,4,68,67,65,34,,
2,6,4,92,95,94,46,,
2,6,4,117,87,55,58.5,,
2,6,4,105,93,78,52.5,,
2,6,4,74,89,99,37,,
2,6,4,75,89,99,37.5,,
2,6,4,72,78,82,36,,
2,6,4,71,74,75,35.5,,
2,5,4,81,61,44,40.5,,
2,5,4,68,60,52,34,,
2,6,4,93,67,45,46.5,,
2,5,4,75,55,39,37.5,,
2,6,4,120,82,44,60,,
2,6,4,100,85,70,50,,
2,6,4,69,78,83,34.5,,
2,6,4,86,105,114,43,,
2,6,4,67,80,89,33.5,,
2,6,4,60,65,68,30,,
2,6,4,60,81,99,30,,
2,6,4,85,86,84,42.5,,
2,6,4,89,86,81,44.5,,
2,6,4,87,109,121,43.5,,
2,6,4,83,90,93,41.5,,
2,6,4,102,85,66,51,,
2,6,4,83,81,77,41.5,,
2,6,4,86,84,80,43,,
2,6,4,85,84,81,42.5,,
2,6,4,63,88,106,31.5,,
2,6,4,89,98,101,44.5,,
2,6,4,75,89,98,37.5,,
2,6,4,78,88,93,39,,
2,5,4,56,58,59,28,,
2,6,4,69,65,61,34.5,,
2,5,4,78,54,35,39,,
2,5,3,69,48,33,34.5,,
2,5,4,61,54,48,30.5,,
2,6,4,79,69,61,39.5,,
2,6,4,98,89,78,49,,
2,6,4,75,76,75,37.5,,
2,6,4,93,104,109,46.5,,
2,5,4,49,43,38,24.5,,
2,5,4,26,45,64,13,,
2,6,4,54,80,102,27,,
2,6,4,88,79,70,44,,
