gMMean,gMSD,rbMMean,rMSD,gIMean,rIMean,bIMean,gISD,rISD,bISD
2.649234362834155,0.47724067404790677,2.5716324941603945,0.4948742934167023,51.868284453672466,49.77420192058136,55.85076563716584,22.7696854059824,19.09643246303587,21.60054551574804
