gMMean,gMSD,rbMMean,rMSD,gIMean,rIMean,bIMean,gISD,rISD,bISD
3.752627024354061,1.8143293890620857,3.432809988873779,1.4878228202411665,70.59240944492521,65.47546050191619,74.84509828161701,32.19853942940938,26.12757206707848,30.997197849142278
