gM,rbM,rI,gI,bI
2,2,91,107,99
2,3,82,87,80
1,2,105,130,121
3,3,62,76,72
2,1,112,113,138
2,1,115,125,129
4,4,42,58,54
5,4,52,47,48
4,5,43,49,41
2,2,104,124,117
5,4,53,44,59
6,5,41,38,37
5,4,59,47,59
7,4,42,33,56
5,5,44,45,48
3,3,70,79,75
4,4,47,52,50
2,2,107,125,119
4,4,48,54,54
5,5,41,47,48
3,2,76,65,110
3,3,70,80,74
3,3,56,71,68
4,3,52,58,79
8,6,31,26,36
3,4,47,69,68
8,6,32,26,41
3,3,69,82,77
7,6,35,33,29
2,2,84,90,83
4,3,55,54,70
2,3,81,87,79
4,4,50,54,53
3,2,96,78,110
3,1,113,70,134
3,2,94,63,86
1,1,119,149,149
4,4,56,58,55
4,2,84,50,79
5,2,62,48,92
2,2,87,92,90
7,4,49,32,42
7,6,35,33,40
4,5,43,53,46
8,5,33,25,52
4,2,86,58,84
3,3,75,75,81
3,3,77,80,73
7,6,37,29,34
7,4,37,33,64
4,5,46,52,40
1,1,115,150,140
4,2,68,59,135
6,6,32,37,36
1,1,98,135,143
5,5,37,42,47
2,2,106,91,126
4,4,46,52,51
4,5,40,53,61
1,1,128,131,147
7,5,40,32,45
5,6,35,44,39
2,3,81,91,84
2,2,105,100,122
7,6,29,30,34
2,2,96,99,101
4,4,56,51,57
3,4,62,82,61
2,3,76,85,81
3,3,59,78,65
5,3,59,41,63
3,3,72,79,74
8,5,31,28,59
5,5,40,43,42
2,2,95,108,107
2,1,124,124,146
2,2,105,119,100
5,6,32,43,42
4,4,51,51,49
8,6,27,25,50
5,5,46,44,44
6,4,46,39,56
5,5,35,48,48
3,2,85,63,93
7,6,32,33,39
8,6,41,25,31
2,2,100,126,117
2,2,88,99,95
4,4,48,51,53
5,5,44,44,47
3,2,69,64,88
6,3,61,35,84
1,2,110,138,125
3,3,66,81,66
5,5,40,45,49
5,4,50,48,50
3,2,82,82,102
6,6,37,36,39
5,4,40,41,51
3,2,80,68,99
5,4,52,47,49
2,2,95,97,99
6,6,29,36,35
4,4,46,55,53
3,3,64,72,53
3,3,73,81,75
2,2,78,94,87
5,3,57,47,118
6,5,41,39,43
3,3,57,64,63
3,2,93,75,120
6,6,34,39,35
2,3,66,90,69
5,5,35,43,42
2,2,126,113,125
3,3,61,77,74
3,3,60,73,71
6,3,58,40,80
2,2,92,110,103
5,4,49,46,45
2,2,102,115,110
3,2,79,79,104
4,4,51,59,59
2,1,101,117,128
2,2,86,84,87
8,6,29,25,36
3,3,79,80,83
6,4,44,40,61
6,5,38,40,41
3,3,74,73,75
3,3,66,67,63
2,3,73,84,76
3,3,54,68,66
4,4,50,60,59
2,2,107,126,115
3,3,67,75,70
6,5,40,34,40
5,5,48,44,46
3,3,74,75,67
6,5,36,40,49
3,4,49,73,64
3,3,73,77,71
1,2,94,137,109
3,3,58,71,65
2,2,71,97,100
6,5,40,39,39
7,6,30,31,36
2,3,62,91,72
3,3,67,70,70
3,4,47,64,62
5,4,46,41,52
1,1,129,147,149
3,3,77,68,73
2,2,88,92,94
3,3,56,69,71
7,4,40,30,50
4,4,54,53,52
7,6,34,31,33
5,4,40,47,52
2,3,79,84,77
5,5,40,45,42
2,2,69,93,88
6,3,71,40,81
7,6,30,31,38
6,5,37,36,41
2,2,81,113,109
4,4,44,53,51
2,2,89,109,102
2,2,84,96,94
7,5,35,33,54
7,4,44,31,54
2,2,91,109,103
6,4,48,40,83
1,2,99,131,116
3,2,103,73,100
4,4,45,53,50
4,3,81,61,76
4,4,52,59,56
6,5,39,37,61
1,2,110,136,125
2,3,67,84,80
4,4,56,54,54
4,4,57,57,53
2,2,79,94,88
2,1,119,112,149
6,6,35,39,34
2,2,98,117,109
5,3,57,42,72
7,4,35,32,70
1,2,109,135,122
6,5,45,34,49
2,3,63,90,62
6,5,39,40,61
3,1,89,71,148
2,1,122,114,137
4,4,41,60,56
1,1,114,134,131
2,3,81,86,78
2,3,65,105,84
3,3,82,74,80
6,6,34,38,33
2,2,88,101,96
5,6,34,44,35
5,5,46,44,43
6,4,47,37,67
2,2,91,113,110
4,4,53,51,53
3,4,44,66,66
3,3,76,81,77
3,3,67,73,70
1,1,125,129,152
2,2,97,123,111
4,4,46,52,53
5,5,40,47,44
2,2,99,127,113
2,2,95,119,110
2,2,85,95,93
8,6,30,28,35
2,2,85,86,87
3,3,52,78,82
3,3,75,77,73
4,2,102,62,90
3,3,70,80,77
8,6,32,28,36
4,4,51,53,51
3,3,50,79,71
3,3,78,77,79
8,5,42,28,38
4,4,49,50,52
7,6,34,31,34
