gM,rbM,rI,gI,bI
19,36,2,6,4
11,21,3,6,4
11,19,2,6,5
18,37,5,11,6
19,27,2,5,5
6,17,1,4,3
20,31,5,10,8
8,20,10,29,13
5,11,2,4,3
5,20,1,4,3
20,45,1,5,3
24,22,3,8,9
10,21,2,5,3
14,26,2,6,5
15,39,4,14,8
10,32,5,23,12
14,35,1,4,3
6,25,1,4,3
23,27,4,6,5
8,17,9,30,23
19,37,4,10,7
9,33,1,6,3
11,15,14,21,16
10,28,5,23,18
21,40,3,9,7
16,27,3,5,3
9,14,17,26,14
10,43,1,6,3
18,32,7,12,6
19,42,2,6,3
15,32,1,6,4
19,41,1,5,3
10,19,3,5,4
9,14,12,25,24
11,19,9,20,16
17,45,1,5,3
21,42,3,9,7
22,40,3,9,7
24,44,2,6,5
18,27,9,12,6
18,34,5,12,8
8,22,7,28,18
19,30,6,11,8
9,26,6,24,15
8,21,9,29,14
10,29,2,5,3
11,23,1,4,3
8,13,2,4,3
16,33,2,6,5
18,33,5,11,7
17,21,2,6,5
14,18,2,5,5
12,40,1,4,3
5,15,10,49,38
7,24,2,5,3
11,25,1,6,4
23,27,4,6,4
7,26,1,5,3
16,35,1,5,4
9,21,12,24,9
15,22,10,14,9
12,19,8,19,18
19,37,2,7,4
17,32,1,5,4
9,24,8,25,11
16,36,1,6,4
24,41,3,6,4
20,33,3,6,3
20,26,1,5,4
19,41,4,10,6
20,26,5,11,13
22,41,5,9,4
12,34,1,4,3
24,43,2,7,5
17,42,1,6,4
14,44,1,6,4
11,17,2,5,4
14,27,9,16,7
13,41,1,6,3
24,42,2,6,4
24,17,10,9,5
9,29,5,24,16
14,25,8,16,9
11,37,4,20,12
8,24,6,30,22
18,35,2,5,4
20,39,3,7,5
9,15,14,24,15
6,11,19,40,21
9,12,1,4,4
7,11,23,34,16
23,40,3,8,7
24,31,2,6,5
15,29,7,14,8
17,22,6,13,16
12,24,9,18,9
17,27,3,6,5
24,25,2,7,7
15,38,1,4,3
20,27,7,10,6
13,19,2,5,5
21,36,2,7,6
19,36,4,11,8
23,20,2,7,7
14,38,1,6,4
5,13,16,42,20
15,21,2,4,4
22,30,2,7,6
9,25,2,5,3
22,24,2,6,5
17,16,17,13,9
14,27,7,16,10
24,43,2,5,4
8,16,1,4,3
11,17,14,21,12
14,40,2,6,4
17,36,1,6,4
12,17,2,5,4
10,36,1,6,3
8,20,10,27,13
22,33,2,6,4
5,12,1,4,3
18,40,2,5,4
8,13,13,28,27
7,21,8,33,16
14,28,1,4,3
9,27,6,24,13
12,28,1,5,4
13,25,1,5,4
5,15,10,44,31
24,29,3,9,11
22,30,6,9,7
10,14,12,22,24
23,35,2,7,6
18,24,5,12,16
5,11,15,44,29
14,30,7,15,7
18,37,1,5,3
12,27,6,18,12
18,27,8,12,7
12,33,2,6,4
23,29,5,7,5
9,20,1,5,3
24,28,6,8,6
14,40,1,5,4
23,46,2,7,5
16,35,4,13,10
18,41,2,7,5
8,18,9,27,20
22,43,3,9,7
11,17,13,21,12
24,25,6,8,5
13,15,17,17,12
24,17,2,7,7
8,25,6,27,17
8,13,12,27,26
21,36,2,6,4
14,35,6,15,6
23,22,2,6,6
16,28,1,5,4
11,14,17,21,15
20,34,3,7,5
9,26,1,6,4
22,22,2,6,5
20,32,6,10,5
19,31,2,6,5
7,13,22,32,13
20,44,1,6,4
5,15,12,44,20
22,24,4,10,13
8,13,1,4,4
18,33,2,6,5
7,14,16,30,15
10,23,7,23,16
7,26,6,30,15
10,24,7,23,13
8,20,1,5,3
19,29,5,11,10
11,17,11,21,15
11,21,1,4,3
6,11,1,4,3
22,29,3,9,10
11,36,2,6,3
20,24,5,11,15
10,11,15,22,26
22,36,4,7,4
10,20,1,4,3
18,35,4,12,9
19,38,1,5,4
7,23,7,32,17
10,17,14,22,11
8,24,7,27,15
13,38,2,6,4
17,29,6,12,9
6,14,1,5,4
22,30,7,9,5
14,25,6,16,13
13,31,2,6,3
20,32,5,10,8
21,33,3,10,11
13,20,2,4,3
23,30,3,9,11
9,15,17,26,13
8,12,20,30,16
19,35,5,11,7
23,34,2,5,4
22,29,6,9,7
11,31,1,4,3
14,32,1,6,4
9,17,15,24,11
5,17,1,5,3
7,13,16,32,19
24,30,2,6,6
18,24,2,6,5
19,38,2,7,4
24,43,3,7,5
24,40,2,7,5
15,20,2,5,4
20,20,12,11,8
20,39,3,9,6
9,42,1,5,3
19,22,10,11,8
14,23,2,5,4
13,23,1,4,4
9,21,8,24,17
24,33,3,5,4
24,23,5,7,4
10,32,5,22,11
12,36,1,4,3
22,30,5,8,5
22,42,2,5,3
21,33,4,7,5
14,43,1,6,4
8,23,7,27,15
5,15,11,49,25
6,11,1,4,4
23,42,2,7,5
5,12,18,41,18
10,29,1,5,4
21,46,2,7,4
15,43,3,15,10
23,33,3,5,4
19,38,2,7,5
10,21,8,23,15
18,25,8,12,8
22,34,4,9,8
19,40,3,7,4
5,16,9,45,32
22,15,2,6,6
5,16,10,43,24
23,26,3,9,10
12,31,6,19,9
9,28,6,25,13
8,24,8,27,12
7,13,17,32,17
19,22,10,11,6
15,29,1,5,4
7,16,14,30,14
10,15,15,22,14
5,16,12,43,18
9,25,2,6,4
12,33,5,18,9
8,19,9,29,18
22,45,3,7,4
14,24,9,15,9
11,14,11,20,24
12,25,3,6,4
22,25,2,6,6
11,21,2,6,4
13,20,2,4,4
21,30,2,7,6
8,26,6,28,16
20,39,4,9,5
12,30,5,19,12
16,31,7,13,6
14,22,8,16,12
12,17,14,19,12
11,33,5,20,10
18,32,2,5,4
17,44,1,6,4
16,44,2,6,3
19,31,2,6,4
18,32,2,6,4
9,11,28,26,15
21,25,2,6,5
9,37,1,5,3
24,33,4,6,4
14,32,2,5,4
17,34,1,6,4
17,41,1,5,4
11,37,1,6,3
17,28,2,6,5
13,19,10,17,14
22,42,1,5,4
8,29,1,5,3
21,42,1,5,4
21,46,1,6,4
11,18,13,20,11
6,25,6,35,20
16,20,15,14,6
11,34,1,4,3
24,43,3,6,3
17,30,6,12,8
15,24,7,15,13
16,26,10,14,6
20,39,3,8,5
15,24,8,14,10
8,20,8,28,19
22,25,7,9,8
13,16,2,5,5
10,16,11,22,20
9,32,5,24,12
20,39,4,8,4
8,34,1,5,3
12,16,10,19,21
19,42,4,10,5
12,21,1,4,3
12,41,1,6,4
5,12,17,44,22
20,39,3,10,8
22,38,5,9,5
15,25,9,14,8
12,18,11,19,13
12,28,5,19,15
17,39,2,7,4
8,20,8,28,20
10,22,2,5,4
23,24,3,9,10
7,23,1,4,3
9,31,1,4,3
18,36,5,11,6
14,26,1,4,3
11,19,2,6,4
5,17,10,46,22
11,30,2,6,4
13,19,14,17,9
15,26,6,15,13
14,30,1,4,4
21,20,2,6,5
13,25,2,4,3
11,39,1,6,3
21,29,7,10,6
11,26,9,20,8
14,23,9,16,10
11,21,9,21,13
16,21,12,14,8
18,45,1,5,4
20,35,6,10,5
20,34,2,5,4
20,25,4,11,15
6,18,10,37,16
15,42,3,15,11
9,34,1,6,3
11,17,2,4,4
22,34,4,7,4
10,13,19,23,14
8,13,20,29,15
21,38,1,5,4
10,31,1,5,3
8,30,2,6,3
5,13,14,46,23
7,24,7,30,15
15,32,6,14,7
18,38,1,6,4
5,14,13,45,22
17,43,3,12,8
16,45,2,7,4
5,14,12,47,28
23,32,3,9,10
8,24,2,6,3
8,14,16,29,15
15,39,5,14,6
5,14,14,48,20
14,46,3,16,9
6,12,19,37,20
23,28,4,9,11
23,34,3,5,3
12,14,17,19,14
11,29,6,21,11
23,42,4,8,4
18,43,1,6,4
24,27,6,8,5
12,19,12,19,11
22,32,3,9,9
22,22,9,10,6
22,36,5,9,5
7,11,1,4,4
23,37,3,7,6
12,11,27,19,13
18,22,12,12,5
8,25,6,29,18
19,33,2,5,4
21,29,6,9,6
14,31,6,16,8
5,16,1,5,3
15,39,2,5,3
6,16,12,35,17
20,38,4,10,7
20,33,6,10,5
10,29,5,23,15
21,46,4,9,4
20,28,2,5,4
13,44,3,17,11
13,18,2,4,4
24,38,2,5,4
13,42,1,5,3
22,31,4,7,6
12,24,2,4,3
6,16,10,39,23
24,30,3,9,11
9,24,7,26,15
13,22,1,6,4
20,24,4,6,4
24,17,7,8,4
15,19,8,15,17
17,46,2,6,3
13,27,1,6,4
24,21,2,7,7
6,18,1,5,3
18,34,2,5,4
7,21,7,32,21
12,29,2,6,4
9,23,2,5,4
22,34,5,8,4
24,35,3,7,6
23,39,2,7,5
12,34,1,6,4
7,27,1,5,3
16,40,4,13,7
18,38,2,5,4
16,16,2,6,5
11,36,1,6,4
19,45,1,5,3
8,20,8,30,19
24,40,3,7,6
11,16,10,20,20
14,29,7,15,8
8,24,7,29,15
24,32,3,8,9
7,16,2,5,3
16,29,2,5,3
22,29,2,6,5
11,22,9,20,11
16,21,2,5,5
8,14,1,4,4
19,28,8,11,5
13,40,4,17,8
18,37,2,6,5
9,26,6,26,15
15,26,2,4,3
15,36,2,6,3
14,33,2,5,3
16,20,7,14,17
14,25,2,6,5
5,15,1,5,4
22,26,4,10,12
14,24,11,16,7
9,19,2,5,3
17,35,4,13,10
20,45,3,8,5
12,29,1,5,3
16,24,1,5,4
17,29,1,5,4
10,24,2,6,4
21,37,4,10,8
18,33,2,5,4
10,28,5,22,18
21,42,2,6,5
9,12,2,5,5
12,43,1,5,3
11,20,10,20,12
12,29,2,5,4
14,44,3,16,10
17,30,7,12,6
23,32,3,5,3
16,26,8,13,8
11,32,5,21,12
12,31,6,18,9
12,24,1,5,4
8,26,6,27,15
13,27,3,6,4
14,44,3,16,11
23,27,2,6,5
8,24,1,4,3
9,19,1,5,4
9,11,17,26,27
7,18,10,31,18
10,15,11,22,23
21,31,5,8,5
18,22,2,5,4
19,23,8,11,10
22,31,2,6,5
20,45,3,8,4
24,31,4,6,4
17,27,8,13,7
22,28,2,7,6
22,46,3,9,6
21,38,4,9,6
23,26,4,9,11
17,24,9,13,8
22,40,3,8,7
8,12,18,29,18
12,24,7,18,12
20,27,4,11,13
16,36,2,6,4
18,38,1,5,4
16,27,9,13,6
14,25,1,4,4
13,37,2,6,4
11,30,5,21,14
24,18,2,7,7
13,29,7,17,8
22,44,4,8,4
23,40,3,7,5
10,26,6,23,14
12,30,6,18,9
13,42,1,6,3
10,11,16,23,25
15,23,1,5,4
11,32,5,21,11
10,16,19,23,10
15,26,2,6,5
8,14,21,27,12
8,22,9,29,12
9,25,1,5,3
15,35,5,14,8
18,27,1,5,4
11,16,10,21,21
7,19,9,34,18
9,24,6,24,20
8,11,23,29,17
21,35,3,8,6
11,24,2,4,3
12,24,7,18,13
19,26,2,6,5
22,33,4,7,5
6,17,10,36,20
11,28,2,6,4
14,26,7,16,10
18,35,4,11,8
17,20,7,13,18
18,40,2,7,5
14,44,3,15,10
5,18,8,46,31
14,22,2,6,4
11,20,1,5,4
21,43,3,9,7
12,19,8,18,19
19,33,1,5,4
8,11,14,28,30
12,17,9,18,19
23,42,3,8,7
14,42,4,15,7
18,22,6,12,15
11,16,10,20,21
19,29,2,6,5
21,24,8,10,8
11,32,1,5,3
21,42,4,9,5
11,30,5,20,13
15,30,2,6,5
12,45,1,6,3
15,33,4,15,13
20,37,2,6,4
24,40,4,7,4
9,18,15,25,10
14,21,2,6,4
15,23,9,15,10
10,36,1,5,3
19,23,2,5,4
18,37,1,5,4
20,34,4,10,8
11,32,2,5,3
12,31,5,18,12
18,32,6,12,7
17,28,1,5,4
24,42,2,7,5
22,33,6,9,5
5,16,9,43,32
6,13,2,5,4
22,33,5,9,7
9,21,1,4,4
18,35,3,7,4
5,12,2,5,4
24,44,3,7,5
21,31,5,8,6
15,44,1,5,3
13,21,7,17,17
16,42,2,6,4
12,32,1,5,3
13,19,15,17,8
12,26,7,19,11
7,24,6,34,21
8,11,26,29,16
11,23,7,21,15
16,37,1,5,4
9,15,14,26,16
22,27,4,9,10
14,22,10,16,9
7,21,7,34,25
20,18,2,6,6
22,28,4,6,5
17,38,4,12,7
20,33,5,10,8
12,23,2,5,4
14,26,1,5,4
8,25,7,29,13
23,19,2,7,6
16,23,10,14,8
7,16,14,34,13
18,42,2,6,4
14,17,16,16,9
15,21,2,5,4
11,26,6,21,14
14,20,7,16,19
11,37,1,6,4
16,45,1,5,3
18,44,2,7,5
16,17,2,5,5
10,24,2,5,4
17,13,2,6,6
23,29,4,7,4
14,28,8,15,7
10,16,13,22,15
8,29,5,29,18
15,22,8,15,12
20,37,3,8,6
9,27,2,6,3
8,17,10,29,20
21,41,3,7,5
11,34,2,6,4
15,24,1,5,4
7,17,11,33,18
18,30,8,12,5
6,15,13,39,19
13,31,5,17,11
11,36,4,21,13
21,31,6,9,6
19,25,8,11,7
18,29,6,12,9
18,28,7,11,7
12,30,1,5,3
22,27,7,9,7
14,31,2,5,3
24,28,3,8,8
8,15,12,30,20
12,19,8,19,19
6,19,9,37,18
17,46,3,12,7
11,18,14,21,10
10,19,1,5,4
16,31,1,6,4
24,26,3,9,11
22,36,4,9,7
22,35,5,9,6
24,23,3,8,9
12,15,10,18,22
11,40,1,6,3
15,33,1,5,4
17,29,2,5,4
18,38,2,5,3
24,37,3,6,4
24,38,4,7,5
17,32,3,6,3
14,35,4,15,10
11,35,1,4,3
7,22,7,31,20
24,23,2,6,6
9,30,2,6,3
9,18,8,24,23
14,46,3,15,9
12,25,6,18,15
9,17,13,25,12
22,33,2,5,4
22,35,5,8,4
9,14,21,25,12
20,30,6,10,7
24,29,4,6,5
8,24,6,27,19
11,17,12,20,14
12,21,10,19,11
10,34,1,4,3
14,27,2,5,3
6,14,2,5,4
15,43,2,6,3
24,42,2,7,6
9,26,1,4,3
15,35,1,5,4
23,32,5,8,5
5,20,7,45,35
19,28,6,11,9
14,28,6,16,11
18,26,7,12,9
24,32,5,7,4
18,29,1,5,4
22,26,3,7,6
11,37,4,21,12
9,22,7,24,19
23,29,4,6,4
11,18,2,4,4
9,19,1,4,3
19,41,1,5,4
5,13,13,41,27
18,31,2,5,4
14,27,6,15,11
24,46,2,6,4
5,12,16,47,24
18,31,5,12,10
13,22,2,4,4
19,38,3,7,4
20,41,2,5,4
12,22,1,5,4
17,27,9,13,6
16,38,2,5,4
7,11,15,31,32
21,40,1,5,4
16,33,4,14,12
10,18,11,23,14
17,34,2,6,4
24,24,2,6,6
17,45,3,12,8
17,43,1,6,4
16,24,2,6,5
9,20,2,5,3
14,38,4,15,9
5,16,9,45,30
22,29,7,9,6
19,42,2,5,4
7,24,6,30,20
15,22,2,5,4
24,29,6,8,6
21,35,4,8,6
7,11,1,5,4
6,17,9,35,28
9,18,11,26,15
22,39,4,9,6
23,23,8,9,5
5,15,10,48,29
15,33,1,4,3
12,22,10,19,10
8,13,14,28,23
8,24,6,29,19
6,21,2,5,3
10,35,1,6,4
6,22,1,5,3
23,26,6,8,5
9,17,14,24,12
14,36,1,6,4
12,23,1,5,4
24,29,4,6,4
14,29,7,16,8
12,17,11,19,15
8,12,16,28,23
18,20,2,6,5
23,28,4,7,4
7,18,9,32,22
16,22,2,5,5
6,18,11,35,15
14,31,1,5,4
18,40,2,7,4
22,30,4,7,5
17,36,2,5,3
6,20,9,37,16
11,19,2,4,3
20,46,2,8,5
19,20,1,6,5
11,24,1,4,4
12,20,3,5,4
8,16,10,29,22
8,24,7,30,15
17,17,2,6,5
19,26,2,5,4
15,32,1,5,4
20,45,2,5,3
6,20,7,38,27
10,19,10,23,14
10,17,11,23,15
12,33,5,18,10
17,25,2,6,5
22,35,4,7,4
24,21,3,8,8
16,37,1,6,4
7,16,13,34,15
9,20,2,5,4
19,40,3,11,8
12,18,12,19,12
17,38,4,12,8
8,22,7,30,18
9,21,9,26,13
9,29,2,6,3
21,40,2,5,3
21,22,9,10,6
14,36,2,5,3
18,32,2,6,5
24,30,3,8,8
24,17,2,6,6
5,18,1,5,3
23,31,2,5,4
21,41,2,8,5
20,41,3,9,6
19,30,2,7,5
6,17,9,36,25
17,43,1,5,4
12,28,1,6,4
10,24,1,5,4
14,19,8,16,18
10,30,5,22,13
11,35,1,5,3
7,12,22,31,16
23,34,3,5,4
12,29,2,6,3
14,32,2,6,3
7,29,1,4,3
13,34,4,17,13
18,41,2,5,3
19,30,3,6,5
18,38,5,12,6
17,36,2,6,4
20,40,3,8,5
12,34,2,6,4
12,38,1,4,3
21,39,2,6,4
6,15,14,36,16
23,39,3,7,6
8,15,14,28,15
9,27,2,5,3
9,13,14,25,22
22,28,7,9,7
23,31,3,9,10
9,37,1,6,3
19,34,2,7,5
10,32,1,5,3
16,41,1,5,4
18,29,5,12,11
8,16,1,4,4
7,14,15,30,16
19,37,2,6,5
14,38,1,5,3
17,39,4,12,8
23,26,3,8,8
7,18,2,5,4
20,32,1,5,4
24,45,2,7,6
7,35,1,5,3
11,34,1,6,4
14,36,1,4,3
8,19,9,30,18
9,30,5,25,15
24,16,2,7,7
9,23,8,25,13
9,13,2,5,4
6,12,14,39,31
18,29,7,11,6
7,13,25,34,13
20,32,4,7,5
21,40,2,7,5
23,45,3,7,4
13,34,2,6,3
24,30,5,7,4
6,19,8,36,24
14,28,1,6,4
6,12,20,37,16
6,12,14,35,26
6,18,8,40,30
10,13,13,22,24
12,30,6,19,9
17,41,2,7,4
6,24,1,5,3
24,29,2,7,6
14,27,3,6,3
24,42,2,5,4
8,20,7,27,23
14,20,7,16,18
12,32,1,5,4
23,41,3,8,7
17,21,6,13,16
15,25,3,5,4
12,35,4,19,13
11,28,2,6,3
17,44,3,12,8
10,45,1,5,3
11,42,1,5,3
20,34,2,6,5
7,17,2,5,3
20,28,7,10,5
10,16,10,23,22
11,18,1,4,4
10,19,11,23,12
5,17,9,44,28
16,16,2,5,5
17,40,4,12,7
9,28,2,6,3
13,21,7,17,16
13,32,1,5,3
16,45,2,6,3
22,36,3,7,6
20,39,4,10,7
13,28,5,17,13
12,38,4,18,10
14,43,3,16,11
13,38,1,6,4
6,13,14,37,23
8,26,6,29,17
11,27,7,21,10
18,25,3,5,5
14,46,1,5,3
23,27,4,9,10
15,34,6,14,6
10,32,5,22,12
20,31,3,6,5
17,31,3,6,3
19,43,3,11,8
20,39,1,6,4
22,36,2,7,5
22,32,6,9,6
22,37,4,7,4
22,26,7,9,5
6,21,7,37,25
9,35,1,6,3
16,30,7,13,7
12,19,3,5,4
22,28,5,8,4
14,23,10,16,8
23,42,2,6,5
10,31,6,22,9
24,38,2,6,5
21,23,5,10,14
7,13,1,4,4
19,29,3,6,5
5,16,1,4,3
20,29,2,6,5
16,27,6,13,11
19,37,2,5,4
7,14,18,32,14
11,28,1,5,3
9,18,2,6,4
9,17,1,4,3
8,23,1,4,3
11,43,1,6,3
13,41,1,5,3
8,16,13,28,15
7,19,1,5,4
12,19,8,19,20
14,28,2,4,3
18,28,2,5,4
12,20,8,19,16
24,35,2,5,4
14,30,5,16,11
12,33,2,6,3
16,18,15,14,8
24,29,2,7,7
11,22,2,6,4
10,28,2,5,3
23,30,6,8,5
11,20,13,20,9
13,39,1,5,3
20,37,2,5,4
9,23,1,5,3
21,32,3,5,3
13,33,2,5,3
8,21,1,5,3
16,34,2,5,3
10,23,2,5,3
9,33,1,4,3
13,19,10,17,13
21,40,3,8,5
19,19,13,12,6
15,29,6,15,10
9,34,1,5,3
15,36,4,15,11
7,16,1,4,3
9,16,1,4,4
18,23,4,6,4
22,31,3,9,9
23,28,5,7,5
21,41,2,6,4
12,21,9,18,13
13,45,1,4,3
8,13,20,30,14
12,18,13,19,11
13,28,7,17,9
24,27,2,8,8
6,13,16,36,18
22,28,4,6,4
16,24,10,14,8
18,27,2,6,4
8,13,2,4,4
19,23,10,11,7
6,19,1,4,3
22,44,2,5,3
24,23,3,7,7
16,27,5,14,15
21,29,2,7,6
9,38,1,5,3
20,37,4,8,4
20,40,2,7,5
16,30,2,5,4
20,27,4,11,14
9,21,2,5,3
16,35,4,13,9
18,42,2,7,4
18,23,9,12,9
19,39,4,10,6
19,30,2,6,4
23,27,3,8,8
15,35,4,15,12
20,37,2,7,5
14,34,6,16,7
22,28,5,8,5
23,38,4,8,6
14,33,1,5,3
20,34,2,7,5
9,11,2,4,4
10,26,1,6,4
14,34,2,6,3
20,39,2,6,5
15,31,2,5,4
7,18,9,32,20
12,24,1,4,3
14,29,1,4,4
12,25,8,18,10
6,19,8,39,23
7,14,1,4,3
17,27,2,6,4
19,35,2,5,3
22,33,4,7,4
12,36,4,18,11
6,16,12,40,18
8,11,1,4,4
21,27,4,10,12
22,28,7,9,5
9,27,6,26,14
19,39,2,7,4
6,20,8,35,22
9,25,7,25,13
20,28,6,10,8
7,32,1,5,3
19,40,5,11,5
10,25,6,23,15
22,42,3,7,5
12,41,4,18,8
10,17,9,23,21
14,24,1,6,4
19,35,5,10,6
10,17,1,5,4
7,12,1,4,3
10,22,7,23,18
23,28,3,8,8
20,31,6,10,7
11,21,2,4,3
12,38,2,6,3
21,46,2,8,6
8,19,10,27,15
22,43,4,8,4
20,43,2,5,3
18,22,2,6,5
7,25,1,4,3
10,29,2,6,3
20,21,11,11,6
6,18,9,38,21
14,26,6,15,12
22,43,3,7,4
13,16,18,18,10
21,40,2,5,4
7,19,8,31,21
10,21,2,5,4
14,17,2,5,5
9,27,1,5,4
21,34,4,8,6
18,33,1,5,4
14,32,1,5,4
20,24,8,10,6
22,28,4,7,4
18,44,2,7,4
18,41,2,7,4
24,44,2,5,4
5,12,1,4,4
7,21,1,5,3
21,41,4,8,4
14,39,4,15,8
16,29,2,6,4
14,26,2,6,4
23,33,2,7,6
7,21,8,32,18
23,45,2,6,4
8,11,16,27,28
13,14,20,17,12
11,17,13,20,13
10,22,8,22,14
21,36,4,8,5
14,18,2,4,4
8,16,11,28,19
8,22,7,27,20
6,16,1,4,3
7,22,7,32,19
20,35,1,5,4
6,18,2,5,4
23,41,3,8,6
7,14,14,30,17
23,19,8,9,5
8,13,24,30,13
5,16,10,46,23
20,32,2,6,5
17,27,1,5,4
13,20,9,17,14
6,24,1,4,3
15,25,9,15,8
9,21,8,24,15
10,28,2,6,4
8,26,6,28,15
23,45,2,7,5
20,25,7,10,9
17,24,7,13,11
11,12,24,21,13
11,22,7,21,16
23,41,1,5,4
6,16,1,5,4
12,46,1,5,3
12,37,1,4,3
12,27,6,19,13
20,40,1,5,4
17,39,2,6,3
17,21,2,5,4
23,41,4,8,5
14,36,5,15,7
22,24,8,9,8
22,33,5,8,5
8,25,1,5,3
20,46,3,8,4
22,44,2,6,5
16,30,1,5,3
15,28,3,6,3
5,12,13,45,29
10,25,2,6,4
24,26,5,7,5
20,29,2,6,4
20,21,6,11,15
12,44,1,5,3
17,37,1,5,4
21,37,4,9,7
7,24,7,32,16
8,16,11,27,19
8,24,8,29,12
7,13,20,31,15
6,14,10,35,34
14,40,4,16,8
7,14,16,32,15
14,28,1,5,4
16,29,6,13,9
6,17,11,39,18
12,19,15,19,9
22,32,3,5,4
16,27,3,6,4
7,28,5,31,20
23,29,6,8,5
11,34,5,20,9
12,34,2,6,3
11,37,2,6,3
10,29,5,23,16
17,37,4,13,9
8,19,1,4,3
14,39,2,6,3
8,21,1,5,4
18,26,5,12,14
23,34,3,7,6
12,29,7,19,8
19,32,7,11,5
21,30,5,8,5
8,23,8,27,13
17,22,2,5,4
15,44,1,6,3
15,23,8,15,11
8,15,14,29,16
22,35,2,6,5
13,15,2,6,5
22,41,2,6,5
10,17,10,23,20
20,46,3,10,6
16,42,1,5,4
12,25,2,6,5
8,14,13,29,20
11,25,1,4,4
19,37,2,7,5
22,26,4,6,4
9,22,1,5,4
24,31,5,8,4
7,14,16,34,15
6,22,1,4,3
20,40,3,8,6
22,30,2,6,5
17,29,1,6,4
8,12,20,29,16
14,38,2,6,3
21,41,2,7,5
21,34,2,5,4
17,26,2,5,4
5,18,9,44,24
18,36,3,7,4
15,23,9,14,9
15,43,1,6,4
17,30,2,5,4
10,20,1,5,4
21,32,6,9,5
6,11,25,39,17
10,25,1,4,3
15,34,2,5,4
18,40,4,11,7
13,35,2,6,4
5,19,8,45,26
12,11,29,19,13
11,15,17,20,12
16,25,9,13,7
10,29,1,4,3
20,21,6,11,16
8,19,1,4,4
6,16,2,5,4
19,35,3,7,4
9,23,2,6,3
11,20,2,4,3
7,13,13,34,26
11,15,11,21,21
24,44,3,8,6
19,41,2,5,3
20,32,3,6,4
8,22,7,30,19
22,45,3,7,3
19,29,8,11,5
22,44,3,9,6
20,41,3,7,4
5,13,13,41,26
6,21,7,39,27
10,30,1,4,3
9,23,7,26,16
5,16,12,44,18
13,22,8,17,13
17,34,4,13,11
20,25,4,6,4
21,25,4,10,12
6,16,10,35,23
15,35,2,6,4
17,34,2,5,4
9,12,14,24,25
9,24,6,25,19
9,24,6,25,20
6,23,6,36,26
16,37,2,6,4
9,18,1,4,3
22,40,3,7,5
17,23,1,5,4
11,25,7,21,12
11,21,12,20,9
6,16,10,40,24
20,30,4,11,12
11,46,1,6,3
19,42,2,7,5
14,27,6,16,12
9,20,9,24,14
17,21,10,13,10
23,41,2,6,4
16,34,5,13,8
15,38,2,5,3
23,45,2,6,5
24,33,4,7,5
18,40,1,6,4
15,24,9,14,8
10,36,4,22,13
19,45,3,9,5
8,13,21,27,13
9,19,1,4,4
11,17,1,4,4
10,14,2,4,4
23,38,5,8,4
20,25,5,11,14
22,34,3,5,3
21,36,3,6,3
13,38,4,16,9
18,40,1,5,3
21,32,4,7,5
12,26,1,4,3
9,28,6,24,13
23,38,2,6,4
7,18,9,33,19
21,35,5,9,4
11,33,1,5,4
10,23,2,5,4
13,31,1,6,4
17,44,3,13,10
11,43,1,5,3
9,28,1,5,3
15,30,2,5,3
14,37,2,5,4
14,28,2,6,5
23,24,3,7,7
12,29,2,5,3
24,25,5,7,5
22,17,6,7,4
8,18,1,5,4
16,21,11,14,9
14,38,4,16,10
20,40,3,10,8
11,21,2,5,4
23,24,4,9,12
18,42,2,5,3
10,29,2,6,4
8,24,2,5,3
12,25,1,4,4
19,40,3,8,5
22,40,3,6,3
14,40,1,6,4
20,32,2,7,5
8,16,2,5,4
9,22,8,24,14
13,23,11,17,8
22,46,2,5,3
12,32,5,19,11
11,16,16,21,12
7,17,11,32,17
17,42,1,5,3
17,30,2,6,4
13,30,2,5,4
7,25,6,31,19
9,11,16,26,28
9,28,6,25,12
7,23,6,32,25
5,15,12,49,22
13,30,1,5,3
10,18,15,23,10
16,25,3,5,4
19,37,2,6,4
9,21,2,6,4
10,18,1,5,4
22,35,4,8,6
14,21,2,5,5
20,38,3,6,3
21,33,2,6,5
13,32,2,5,3
7,17,11,31,16
6,18,8,40,27
16,15,19,14,10
23,36,4,8,7
18,35,2,6,4
19,36,3,7,5
23,33,5,8,5
9,24,8,25,12
7,28,5,30,19
8,17,1,5,3
15,31,1,4,4
7,18,1,5,3
11,27,2,5,4
9,24,1,6,4
24,25,7,8,7
12,27,1,4,3
6,18,2,5,3
18,42,2,7,5
8,15,19,28,12
17,22,1,5,4
10,34,4,22,15
10,16,12,23,16
12,29,5,18,14
19,24,4,6,4
21,28,2,5,4
23,46,3,7,4
15,23,10,14,8
21,28,6,9,6
13,41,1,4,3
10,16,2,4,3
22,44,3,9,7
19,44,1,6,4
18,36,2,6,5
22,40,4,8,5
7,14,15,31,18
18,30,3,6,5
14,22,2,5,4
22,35,2,5,4
21,37,3,9,7
24,26,2,8,8
11,27,6,20,12
8,20,1,4,3
5,16,11,45,22
21,39,2,6,5
17,28,8,12,6
9,31,5,24,13
14,40,2,6,3
12,22,2,6,5
7,13,1,5,4
21,35,1,6,4
9,15,11,24,23
9,13,2,4,4
9,12,14,26,27
10,18,10,22,15
12,20,2,4,3
9,23,2,5,3
24,31,4,7,4
18,46,3,12,7
21,46,2,7,5
17,34,6,12,6
22,37,3,7,6
13,25,1,4,3
