gM,rbM,rI,gI,bI
1,1,113,140,143
1,1,125,151,151
1,1,130,152,154
1,1,131,153,155
1,1,131,153,154
1,1,126,149,150
1,1,107,127,135
2,2,75,77,107
3,2,44,37,71
3,3,25,22,42
2,2,18,18,25
3,3,34,29,34
3,3,50,36,49
3,2,77,52,75
2,2,104,84,107
1,1,120,124,134
1,1,128,143,147
1,1,130,151,153
1,1,131,153,156
1,1,129,150,154
1,1,119,139,150
2,1,95,99,135
3,2,63,56,104
3,2,36,31,66
3,3,23,22,35
3,3,26,20,27
3,3,38,27,46
3,2,58,48,78
2,1,84,89,115
1,1,109,134,142
1,1,125,152,153
1,1,130,154,156
1,1,132,154,156
1,1,132,153,156
1,1,117,141,143
2,1,87,91,116
3,2,51,43,78
3,3,28,24,45
3,3,29,25,29
3,3,44,32,40
3,2,71,44,63
2,2,102,73,100
1,1,122,123,133
1,1,129,148,149
1,1,132,153,155
1,1,129,151,155
1,1,114,131,148
2,1,84,78,124
3,2,48,40,83
2,3,21,17,20
3,3,28,20,29
3,3,42,30,51
3,2,64,56,88
2,1,92,101,127
1,1,116,144,149
1,1,128,153,155
1,1,131,154,156
1,1,130,153,154
1,1,118,141,142
2,1,87,90,114
3,2,52,42,76
3,3,28,24,44
3,3,24,22,24
3,3,33,26,30
3,3,55,34,44
3,2,91,52,76
2,1,118,98,118
1,1,129,140,146
1,1,125,143,153
2,1,99,93,135
3,2,58,45,94
3,3,30,26,50
3,3,43,30,52
3,2,66,56,90
2,1,93,105,129
1,1,116,145,150
1,1,131,154,155
1,1,126,150,151
1,1,108,128,134
2,2,76,74,102
3,2,44,37,67
3,3,25,22,39
2,2,18,18,24
3,3,37,25,30
3,2,63,34,46
3,2,99,56,85
1,1,124,113,128
1,1,131,147,151
1,1,128,147,155
2,1,105,105,138
3,2,63,48,97
3,3,32,26,51
3,3,27,20,27
3,3,41,28,47
3,2,62,50,83
2,1,88,94,122
1,1,111,137,147
1,1,125,151,155
1,1,130,153,155
1,1,114,139,142
2,1,89,97,117
3,2,58,52,83
3,3,35,29,53
3,3,22,20,32
3,3,25,21,23
3,3,38,25,29
3,2,67,33,46
2,2,103,58,87
1,1,126,116,130
1,1,131,149,151
1,1,127,145,153
2,1,103,103,134
3,2,61,46,92
3,3,32,26,48
3,3,25,19,24
3,3,36,25,39
3,2,54,39,68
2,2,76,68,104
1,1,99,109,133
1,1,115,138,147
1,1,122,148,151
1,1,124,149,152
1,1,120,146,150
1,1,110,134,141
2,1,92,104,121
2,2,66,62,93
3,2,41,35,62
3,3,27,23,39
3,3,38,24,28
3,2,66,32,44
3,2,102,55,81
1,1,126,112,125
1,1,131,147,150
1,1,131,152,155
1,1,120,132,147
2,1,93,75,120
3,2,54,37,78
3,3,29,24,42
2,3,23,18,21
3,3,30,21,30
3,3,42,28,49
3,2,59,44,76
2,2,77,69,104
2,1,92,96,123
1,1,99,111,132
1,1,101,115,134
2,1,95,106,128
2,1,83,87,114
2,2,65,60,91
3,2,45,38,65
3,3,29,25,43
3,3,22,19,29
3,3,24,20,22
3,3,37,23,27
3,2,62,31,40
3,2,97,50,71
2,1,123,94,113
1,1,131,141,144
1,1,128,145,151
1,1,110,109,135
3,2,73,54,99
3,2,42,30,60
3,3,25,22,34
2,3,25,18,23
3,3,32,22,32
3,3,42,28,48
3,2,54,38,68
3,2,64,50,85
2,2,70,58,95
2,2,70,60,97
3,2,64,54,91
3,2,54,44,78
3,2,41,34,60
3,3,30,25,43
3,3,22,20,30
2,3,19,18,23
3,3,33,22,25
3,3,55,28,35
3,2,86,42,58
2,1,115,73,95
1,1,128,118,130
1,1,131,147,149
1,1,129,147,152
1,1,118,123,140
2,1,92,71,112
3,2,55,38,73
3,3,32,24,42
2,3,24,18,23
3,3,29,21,30
3,3,35,24,40
3,3,40,27,49
3,3,43,30,55
3,3,43,30,56
3,3,39,28,52
3,3,34,25,45
3,3,27,22,36
3,3,22,20,28
3,3,28,21,23
3,3,44,26,30
3,2,70,34,45
3,2,98,52,72
2,1,119,85,104
1,1,128,120,130
1,1,131,143,145
1,1,131,150,152
1,1,131,152,154
1,1,131,151,154
1,1,130,149,153
1,1,128,142,148
1,1,118,121,137
2,1,99,86,114
3,2,65,46,81
3,3,38,29,50
3,3,25,22,30
2,3,22,18,21
3,3,27,20,28
3,3,27,20,30
3,3,25,20,29
3,3,23,19,27
3,3,34,23,26
3,3,51,29,34
3,2,75,38,50
3,2,97,53,72
2,1,114,77,97
2,1,123,103,118
1,1,127,119,131
1,1,128,126,137
1,1,127,123,138
1,1,122,117,135
2,1,112,99,124
2,2,93,72,105
3,2,67,48,79
3,3,44,33,52
3,3,28,25,34
3,3,22,19,20
3,3,27,22,23
3,3,36,25,28
3,3,50,29,35
3,2,68,36,46
3,2,85,45,62
3,2,98,56,78
2,2,106,65,91
2,2,108,68,98
2,2,105,64,99
2,2,96,59,95
3,2,81,49,84
3,2,61,40,68
3,3,42,32,49
3,3,29,26,35
3,3,23,22,26
3,3,27,22,24
3,3,34,25,27
3,3,43,27,32
3,3,54,31,39
3,2,64,34,46
3,2,71,36,52
3,2,72,36,56
3,2,68,35,56
3,2,60,33,53
3,3,48,30,47
3,3,37,28,39
3,3,28,25,32
3,3,28,23,25
3,3,33,24,27
3,3,37,25,29
3,3,41,25,31
3,3,40,25,32
3,3,38,25,31
3,3,33,24,30
3,3,28,23,28
3,3,25,22,26
3,3,23,21,22
3,3,26,21,23
3,2,17,19,19
3,2,17,19,20
3,2,18,20,21
3,2,18,20,22
3,3,19,21,23
3,3,19,22,23
3,3,20,22,24
3,3,20,23,26
3,3,21,24,27
3,3,22,25,28
3,3,22,25,29
3,3,23,25,31
3,3,23,25,32
3,3,24,25,34
3,3,23,25,33
3,3,23,24,32
3,3,21,23,30
3,3,20,22,27
3,3,19,20,24
2,2,16,18,18
3,3,20,22,25
3,3,23,26,30
3,3,24,28,33
3,3,26,30,37
3,3,28,31,42
3,3,31,31,48
3,3,33,33,55
3,2,34,33,60
3,2,31,32,58
3,3,28,30,53
3,3,25,27,43
3,3,22,23,34
3,3,22,19,24
3,3,20,23,25
3,3,24,27,32
3,3,27,31,38
3,3,31,36,46
3,3,36,39,57
3,2,43,43,70
3,2,49,47,83
3,2,57,51,95
3,2,60,55,102
3,2,59,56,104
3,2,54,55,101
3,2,46,49,92
3,2,37,41,78
3,2,29,32,60
3,3,24,26,43
3,3,21,22,30
3,3,25,22,28
3,3,29,25,31
3,3,32,27,34
3,3,33,28,35
3,3,30,26,33
3,3,21,19,26
3,3,25,28,33
3,3,36,38,52
3,2,47,47,71
2,2,60,58,93
2,1,74,71,112
2,1,85,81,126
2,1,93,96,136
2,1,97,103,140
2,1,95,107,141
2,1,89,102,138
2,1,80,92,133
2,1,64,75,120
3,2,47,54,98
3,2,33,37,71
3,3,25,27,45
3,3,21,22,29
3,3,29,27,32
3,3,34,33,38
3,3,39,40,44
3,3,45,47,48
3,3,48,50,49
3,3,46,48,47
3,3,40,38,42
3,3,30,26,34
3,3,22,24,28
3,3,25,28,32
3,3,30,32,41
3,3,39,38,55
3,2,54,50,77
2,2,75,69,104
2,1,96,96,128
1,1,111,122,142
1,1,121,134,150
1,1,126,143,153
1,1,127,148,155
1,1,126,149,154
1,1,123,147,154
1,1,114,141,152
1,1,99,122,147
2,1,76,93,132
2,2,52,60,104
3,2,33,37,70
3,3,24,26,41
3,3,20,21,26
3,3,29,28,34
3,3,35,38,42
3,3,42,50,51
2,2,50,63,59
2,2,57,74,65
2,2,63,82,67
2,2,64,78,64
2,3,56,60,55
3,3,41,39,43
3,3,27,24,32
3,3,21,23,26
3,3,24,26,30
3,3,29,31,38
3,3,40,38,51
3,2,58,49,75
2,2,82,70,107
2,1,106,106,134
1,1,120,137,148
1,1,128,150,153
1,1,130,152,155
1,1,130,153,156
1,1,123,150,155
1,1,103,132,149
2,1,74,91,131
3,2,46,53,98
3,2,29,31,59
3,3,22,23,32
3,3,23,19,24
3,3,27,26,32
3,3,33,36,41
3,3,40,49,51
2,2,47,64,62
2,2,55,80,72
2,2,63,94,80
2,2,71,104,83
2,2,73,101,78
2,2,65,80,66
3,3,48,50,50
3,3,32,28,36
2,3,21,18,25
3,3,24,25,22
3,3,25,26,23
3,3,25,24,22
3,3,22,21,20
3,3,26,28,33
3,3,34,34,43
3,2,52,44,64
2,2,81,62,98
2,1,109,102,131
1,1,125,137,149
1,1,121,150,155
1,1,96,123,147
2,1,62,71,121
3,2,36,38,78
3,3,24,25,40
3,3,30,29,35
3,3,35,42,46
3,3,41,56,56
2,2,48,69,67
2,2,55,83,78
2,2,63,98,86
2,2,71,108,89
2,2,72,103,82
2,2,66,83,69
3,3,50,53,52
3,3,22,24,23
3,3,24,28,25
3,3,27,31,26
3,3,28,33,26
3,3,29,32,25
3,3,26,26,23
3,3,28,29,35
3,3,41,36,47
3,2,67,49,74
2,1,101,76,113
1,1,122,127,143
1,1,130,150,154
1,1,128,153,156
1,1,110,138,154
2,1,74,85,135
3,2,43,44,91
3,3,27,27,48
3,3,21,22,27
3,3,25,21,27
3,3,36,44,47
3,3,41,57,57
2,2,46,67,66
2,2,51,77,75
2,2,58,89,83
2,2,63,96,84
2,2,63,89,77
2,2,57,69,63
3,3,44,46,48
3,3,30,27,34
3,3,21,22,22
3,3,23,27,25
3,3,25,31,27
3,3,27,35,29
3,3,29,37,29
3,3,29,35,27
3,3,27,28,24
3,3,23,24,28
3,3,30,28,35
3,3,47,36,49
3,2,78,50,78
2,1,112,84,119
1,1,127,136,148
1,1,131,152,156
1,1,117,144,155
2,1,83,95,139
3,2,47,47,96
3,3,28,28,51
3,3,21,22,28
3,3,24,20,26
3,3,29,29,36
3,3,39,55,56
2,2,43,65,63
2,2,48,71,69
2,2,52,78,74
2,2,55,79,74
2,2,53,69,66
3,3,46,52,53
3,3,36,34,41
3,3,26,22,30
3,3,21,24,23
3,3,23,27,26
3,3,25,31,28
3,3,27,34,29
3,3,28,35,29
3,3,28,33,27
3,3,25,27,24
3,3,50,34,48
3,2,84,49,78
2,1,116,88,120
1,1,129,141,149
1,1,131,154,157
1,1,117,142,155
2,1,83,92,139
3,2,48,46,96
3,3,33,35,43
3,3,37,47,52
3,2,41,57,58
2,2,44,62,62
2,2,46,65,63
2,2,46,61,60
3,3,43,50,53
3,3,36,38,43
3,3,21,19,25
3,3,22,23,23
3,3,24,30,27
3,3,26,31,27
3,3,25,29,25
3,3,32,26,32
3,3,51,33,45
3,2,85,48,75
2,1,117,86,117
1,1,130,138,147
1,1,132,154,157
1,1,114,136,153
2,1,78,81,133
3,2,45,42,90
3,3,27,28,47
2,3,21,17,21
3,3,29,27,35
3,3,36,42,49
3,3,38,47,51
3,3,39,46,50
3,3,37,42,47
3,3,33,34,41
3,3,28,26,33
2,1,16,16,14
3,3,22,26,25
3,3,23,28,26
3,3,24,28,26
3,3,23,23,26
3,3,31,26,31
3,3,49,32,42
3,2,81,45,69
2,1,114,79,110
1,1,129,131,143
1,1,126,150,155
1,1,106,120,146
2,1,67,63,118
3,2,39,36,75
3,3,25,26,41
3,3,29,27,36
3,3,31,30,38
3,3,30,29,37
3,3,29,27,34
3,3,29,25,30
3,3,45,30,39
3,2,75,41,60
2,2,107,68,97
1,1,126,115,132
1,1,120,134,150
2,1,93,96,133
3,2,54,47,96
3,3,32,30,57
3,3,23,24,34
3,3,23,19,25
3,3,23,20,26
3,3,27,24,28
3,3,39,28,35
3,2,63,36,50
3,2,94,53,79
2,1,118,89,113
1,1,129,130,141
1,1,132,150,153
1,1,123,142,152
1,1,103,110,138
2,1,70,61,109
3,2,41,36,70
3,3,27,26,42
3,3,33,26,32
3,3,49,31,41
3,2,74,41,61
2,2,101,62,89
2,1,120,92,119
1,1,129,124,140
1,1,131,144,150
1,1,132,152,155
1,1,130,151,156
1,1,129,148,155
1,1,123,137,150
1,1,107,114,138
2,1,77,70,113
3,2,49,45,80
3,3,32,31,50
3,3,24,25,33
3,3,37,28,35
3,3,54,34,46
3,2,76,44,64
2,2,97,60,88
2,1,113,84,111
2,1,122,106,129
1,1,126,124,139
1,1,128,131,144
1,1,127,130,146
1,1,123,124,146
1,1,115,114,141
2,1,100,91,130
2,1,77,69,109
3,2,52,49,81
3,3,36,36,55
3,3,27,29,38
3,3,28,26,30
3,3,37,29,36
3,3,50,34,46
3,2,67,42,60
3,2,84,52,77
2,2,96,63,94
2,2,105,72,105
2,1,108,75,112
2,1,107,74,114
2,1,99,69,112
2,2,85,62,106
3,2,67,54,93
3,2,50,45,74
3,3,36,37,54
3,3,28,31,40
3,3,24,26,32
3,3,21,24,26
3,3,20,22,23
3,3,23,24,27
3,3,34,29,35
3,3,43,32,42
3,3,53,36,51
3,2,63,40,60
3,2,70,43,66
3,2,73,44,70
3,2,70,43,70
3,2,63,41,68
3,2,53,39,64
3,3,43,37,56
3,3,34,34,46
3,3,29,30,38
3,3,25,27,32
2,2,16,18,19
3,3,26,25,30
3,3,30,27,33
3,3,34,29,36
3,3,38,30,39
3,3,41,31,41
3,3,42,31,42
3,3,40,31,42
3,3,37,31,41
3,3,33,31,39
3,3,30,31,36
3,3,27,29,33
3,3,25,27,30
3,3,21,23,25
3,3,22,23,26
3,3,25,25,29
3,3,26,26,30
3,3,29,26,30
3,3,27,27,30
3,3,26,27,30
3,3,26,27,29
3,3,21,23,24
3,3,21,23,23
3,3,20,22,22
3,3,19,21,22
3,3,20,21,21
3,3,24,22,27
3,3,33,31,36
3,3,32,30,36
3,3,26,24,30
3,3,30,32,37
3,3,36,40,43
3,3,42,48,48
3,3,46,53,51
3,3,47,53,50
3,3,41,43,44
3,3,36,45,48
2,3,44,59,57
2,2,51,71,64
2,2,57,80,67
2,2,60,80,65
2,3,54,65,56
3,3,42,42,45
3,3,34,41,46
3,3,40,57,57
2,2,47,72,69
2,2,55,85,77
2,2,62,95,80
2,2,64,94,76
2,2,58,78,64
3,3,46,51,50
3,3,32,29,36
3,3,24,22,28
3,3,30,32,39
3,3,35,45,50
2,2,41,60,61
2,2,47,73,73
2,2,53,87,81
2,2,59,94,84
2,2,61,91,78
2,2,55,75,65
3,3,44,50,50
3,3,31,30,36
3,3,27,23,25
3,3,25,21,24
3,3,30,32,40
3,3,36,47,51
2,2,45,71,70
2,2,50,78,77
2,2,53,83,78
2,2,53,78,71
2,2,48,61,59
3,3,39,41,45
3,3,28,27,28
3,3,32,31,30
3,3,36,34,32
3,3,37,35,32
3,3,35,32,30
3,3,29,26,27
3,3,29,29,38
3,3,34,43,49
3,2,39,57,58
2,2,43,65,65
2,2,45,70,68
2,2,46,69,67
2,2,45,61,60
3,3,39,46,49
3,3,31,32,38
3,3,29,29,30
3,3,33,36,34
3,3,38,43,38
3,3,43,49,40
3,3,46,51,40
3,3,45,46,37
3,3,38,35,32
3,3,28,25,26
2,3,22,18,24
3,3,26,24,33
3,3,31,34,43
3,3,36,45,52
3,3,38,53,56
3,2,39,55,58
3,3,39,52,55
3,3,37,44,48
3,3,32,34,39
3,3,27,28,29
3,3,31,36,34
3,3,36,44,40
3,3,41,52,44
2,3,46,59,47
2,3,50,63,47
3,3,50,57,43
3,3,42,43,36
3,3,32,28,29
3,3,30,31,41
3,3,32,36,44
3,3,32,37,45
3,3,31,34,42
3,3,29,29,37
3,3,28,31,31
3,3,36,46,42
3,3,40,53,47
2,3,45,61,50
2,3,48,63,49
3,3,48,57,44
3,3,42,44,37
3,3,32,29,29
2,3,20,16,21
2,3,22,18,25
3,3,24,21,29
3,3,26,23,31
3,3,26,23,32
3,3,24,22,30
3,3,29,31,32
3,3,32,39,37
3,3,35,45,41
3,3,38,50,45
3,3,42,55,48
3,3,44,56,46
3,3,42,49,41
3,3,37,38,34
3,3,29,27,27
3,3,25,22,25
3,3,31,38,35
3,3,34,43,39
3,3,38,48,43
3,3,39,47,41
3,3,36,40,36
3,3,27,26,28
3,3,29,33,33
3,3,32,38,36
3,3,33,40,37
3,3,33,37,35
3,3,30,31,31
3,3,26,24,26
3,3,26,25,28
3,3,28,29,31
3,3,29,30,31
3,3,23,19,23
3,3,20,24,20
3,3,23,23,20
3,3,21,22,21
3,3,24,26,23
3,3,26,30,24
3,3,26,29,23
3,3,24,24,20
3,3,25,30,25
3,3,26,33,26
3,3,26,32,24
3,3,24,27,21
3,3,23,27,24
3,3,24,30,26
3,3,25,32,26
3,3,25,30,24
3,3,24,29,25
3,3,23,27,23
3,3,22,26,24
3,3,26,22,26
3,3,29,24,27
3,3,28,23,27
3,3,25,20,25
3,3,32,29,32
3,3,37,36,37
3,3,41,41,39
3,3,41,40,38
3,3,36,32,33
3,3,33,33,36
3,3,40,45,44
2,3,54,68,53
2,3,55,66,50
3,3,49,51,43
3,3,38,33,34
3,3,26,21,25
3,3,26,22,24
3,3,30,25,26
3,3,33,28,28
3,3,33,28,27
3,3,30,24,25
3,3,25,19,22
3,3,30,30,34
3,3,38,44,45
2,3,46,61,55
2,2,54,75,63
2,2,60,87,66
2,2,62,87,61
2,3,56,68,51
3,3,43,42,39
3,3,30,24,28
3,3,33,33,31
3,3,39,40,35
3,3,44,46,37
3,3,46,47,36
3,3,42,39,33
3,3,33,27,27
3,3,24,19,22
3,3,33,35,39
3,3,40,52,51
2,2,48,68,62
2,2,55,82,70
2,2,61,91,72
2,2,61,87,65
2,3,55,69,53
3,3,44,44,40
3,3,31,25,28
3,3,27,25,27
3,3,33,34,33
3,3,39,46,40
3,3,46,56,45
2,3,52,65,48
2,3,55,67,46
3,3,51,56,40
3,3,41,37,32
3,3,29,23,25
3,3,27,24,30
3,3,34,37,42
3,3,41,54,53
2,2,47,69,63
2,2,52,78,69
2,2,55,82,69
2,2,55,77,62
2,3,49,60,50
3,3,39,39,37
3,3,28,24,27
3,3,30,29,31
3,3,36,42,39
3,3,42,54,47
2,3,49,66,53
2,3,55,75,56
2,3,57,75,53
2,3,54,64,45
3,3,44,43,35
3,3,31,26,26
3,3,40,52,52
2,2,46,66,60
2,2,49,72,63
2,2,49,71,62
2,3,47,63,55
3,3,42,47,44
3,3,33,31,33
3,3,31,32,33
3,3,36,45,42
2,3,47,66,56
2,3,52,72,57
2,3,54,71,53
2,3,50,59,45
3,3,41,41,34
3,3,25,21,26
3,3,31,30,37
3,3,37,43,47
3,3,42,54,53
2,3,44,59,55
3,3,43,55,52
3,3,40,46,45
3,3,34,35,36
3,3,31,33,34
3,3,40,55,49
2,3,44,61,53
2,3,47,64,53
2,3,48,61,49
3,3,43,48,41
2,3,22,18,22
3,3,27,23,29
3,3,32,30,37
3,3,37,41,44
3,3,36,38,41
3,3,27,25,29
3,3,30,29,32
3,3,39,50,46
3,3,41,55,48
3,3,41,48,42
3,3,36,38,35
3,3,23,19,22
3,3,28,24,31
3,3,28,24,30
3,3,35,39,39
3,3,36,43,40
3,3,36,41,38
3,3,34,35,34
3,3,29,28,29
1,2,17,14,16
2,3,20,16,20
3,3,27,22,27
3,3,29,27,30
3,3,24,20,23
3,3,24,19,23
2,2,19,15,17
2,3,20,17,24
2,3,20,17,25
2,3,19,17,24
3,3,27,21,32
3,3,30,22,37
3,3,31,23,41
3,3,30,23,43
3,3,28,23,41
3,3,24,21,37
3,3,20,19,31
2,2,17,17,25
3,3,29,22,32
3,3,37,26,42
3,3,47,32,53
3,2,56,37,64
3,2,61,41,72
3,2,61,43,76
3,2,55,41,73
3,2,44,35,66
3,3,32,27,54
2,3,19,18,28
3,3,45,32,51
3,2,60,45,69
2,2,76,63,87
2,2,91,77,102
2,1,100,93,111
2,1,102,95,114
2,1,95,87,112
2,2,80,73,104
3,2,59,52,88
3,2,39,33,66
3,3,25,23,43
3,3,27,20,25
3,3,36,25,36
3,3,51,35,54
3,2,72,55,78
2,2,92,84,104
1,1,110,116,125
1,1,121,135,137
1,1,127,145,143
1,1,128,147,144
1,1,125,142,143
1,1,114,129,137
2,1,93,100,123
2,2,65,60,97
3,2,39,33,65
3,3,23,21,38
2,3,25,18,21
3,3,34,22,31
3,3,49,32,49
3,2,71,53,77
2,2,97,90,108
1,1,117,131,133
1,1,128,149,148
1,1,132,154,154
1,1,133,155,156
1,1,134,156,157
1,1,119,140,145
2,1,91,97,123
3,2,56,48,86
3,3,29,25,49
3,3,28,19,23
3,3,41,25,36
3,2,61,40,62
2,2,89,74,99
1,1,113,123,132
1,1,128,150,150
1,1,134,156,158
1,1,134,155,158
1,1,108,121,137
2,2,68,60,99
3,3,35,29,57
2,3,21,18,30
2,2,22,17,18
3,3,30,19,24
3,3,45,27,40
3,2,70,48,71
2,1,99,89,111
1,1,121,139,143
1,1,133,154,157
1,1,115,131,142
3,2,38,31,60
3,3,22,19,31
2,2,22,16,18
3,3,46,27,40
3,2,72,47,72
2,1,100,90,114
1,1,123,141,145
1,1,111,125,136
2,2,71,63,97
3,3,36,28,55
3,3,29,19,22
3,3,44,25,37
3,2,68,43,67
2,2,97,82,107
1,1,121,133,140
1,1,123,145,146
2,1,95,104,120
3,2,59,46,82
3,3,31,24,46
2,3,20,18,25
2,3,27,18,20
3,3,40,22,31
3,2,60,35,56
2,2,87,65,91
1,1,113,109,127
1,1,127,144,149
1,1,124,145,149
1,1,106,115,128
2,2,74,64,95
3,2,43,32,60
3,3,25,20,35
2,2,19,16,16
2,2,24,17,18
3,3,33,20,26
3,3,49,27,42
3,2,72,44,68
2,2,96,75,102
1,1,115,112,129
1,1,126,137,144
1,1,130,146,150
1,1,130,150,151
1,1,128,147,149
1,1,122,136,141
2,1,106,108,125
2,2,80,68,98
3,2,51,38,67
2,3,20,17,26
3,3,38,21,29
3,3,54,29,45
3,2,72,43,68
2,2,90,65,93
2,1,103,87,111
2,1,110,100,121
2,1,111,106,124
2,1,105,100,121
2,1,94,82,109
2,2,74,58,88
3,2,52,37,64
3,3,34,25,43
2,3,28,18,21
3,3,37,21,28
3,3,48,26,40
3,2,60,34,55
3,2,70,43,69
3,2,76,50,79
3,2,77,52,81
3,2,71,47,78
3,2,59,40,69
3,3,44,31,54
3,3,31,24,39
2,2,21,16,18
3,3,31,19,25
3,3,37,22,31
3,3,42,25,38
3,3,45,27,42
3,3,45,27,44
3,3,41,26,42
3,3,35,23,37
3,3,28,21,31
2,3,22,17,19
2,3,24,18,21
3,3,26,19,23
3,3,27,19,24
3,3,27,19,25
3,2,17,19,18
2,1,14,15,16
3,3,28,27,31
3,3,30,30,33
3,3,31,30,33
3,3,29,27,31
3,3,31,34,36
3,3,36,42,41
3,3,40,48,44
3,3,42,50,44
3,3,40,44,41
3,3,33,33,35
3,3,29,30,32
3,3,32,33,34
3,3,33,33,34
3,3,25,23,28
3,3,25,25,30
3,3,30,35,38
3,3,36,47,46
3,3,41,57,53
2,3,46,67,57
2,3,50,71,57
2,3,48,63,51
3,3,40,45,42
3,3,29,29,32
3,3,32,37,39
3,3,36,45,43
3,3,41,51,46
3,3,43,53,46
3,3,41,46,42
3,3,27,29,34
3,3,32,41,44
3,3,38,54,53
2,2,44,67,61
2,2,49,77,66
2,2,52,79,64
2,3,51,71,57
3,3,43,52,46
3,3,26,28,32
3,3,31,38,40
3,3,37,49,47
2,3,42,60,54
2,2,47,68,58
2,3,49,63,51
3,3,40,45,41
3,3,30,28,32
3,3,23,22,27
3,3,33,44,46
3,3,38,56,55
2,2,43,67,63
2,2,47,75,68
2,2,49,76,66
2,3,48,67,57
3,3,41,49,45
3,3,31,32,34
3,3,23,21,26
3,3,24,23,28
3,3,28,32,36
3,3,33,44,45
3,3,38,55,53
2,2,43,67,61
2,2,48,76,66
2,2,52,78,64
2,3,50,69,55
3,3,42,51,45
3,3,32,31,34
3,3,37,55,54
2,2,41,62,61
2,2,44,67,63
2,2,45,66,60
3,3,42,56,52
3,3,36,41,41
3,3,29,34,38
3,3,33,46,47
3,3,37,55,55
2,2,42,65,62
2,2,47,73,66
2,2,49,73,64
2,3,47,64,55
3,3,40,47,44
3,3,27,28,34
3,3,31,39,43
3,3,35,49,51
3,3,40,57,55
3,3,39,54,51
3,3,30,32,35
3,3,29,33,37
3,3,37,54,53
2,2,40,60,58
2,2,43,64,61
2,2,44,62,58
3,3,41,52,49
3,3,34,38,39
3,3,27,25,30
3,3,28,30,37
3,3,32,38,44
3,3,34,43,46
3,3,35,43,46
3,3,33,39,42
3,3,29,32,36
3,3,25,24,29
3,3,27,28,35
3,3,35,48,49
3,3,37,53,52
3,3,38,50,49
3,3,34,40,42
3,3,28,29,33
3,3,27,26,33
3,3,28,29,36
3,3,31,36,42
3,3,33,40,44
3,3,33,40,43
3,3,31,36,39
3,3,23,26,23
3,3,23,28,25
3,3,25,31,26
3,3,26,31,25
3,3,24,29,23
3,3,25,33,28
3,3,26,33,27
3,3,24,30,24
3,3,22,26,26
3,3,23,30,28
3,3,24,32,28
3,3,23,28,24
3,3,23,29,27
2,2,20,18,18
3,3,24,23,21
3,3,23,22,20
3,3,21,24,21
3,3,23,27,22
3,3,22,24,22
3,3,26,29,24
3,3,27,30,24
3,3,27,28,23
3,3,21,25,23
3,3,22,27,24
3,3,23,28,23
3,3,23,26,22
3,3,25,30,26
3,3,27,33,27
3,3,29,34,27
3,3,26,26,22
3,3,22,20,19
3,3,22,27,23
3,3,27,34,28
3,3,29,34,28
3,3,28,32,26
3,3,26,27,23
3,3,21,23,21
3,3,25,30,27
3,3,26,32,27
3,3,27,32,27
3,3,26,29,25
3,3,24,24,22
3,3,24,29,26
3,3,25,28,25
3,3,24,25,23
2,2,21,18,18
3,3,23,19,19
3,3,24,20,20
3,3,25,20,20
3,3,24,19,20
3,3,24,22,21
3,3,30,28,24
3,3,32,29,24
3,3,31,28,24
3,3,24,22,22
3,3,27,27,25
3,3,31,32,28
3,3,34,37,30
3,3,37,41,30
3,3,38,40,29
3,3,35,33,26
3,3,26,25,24
3,3,29,32,28
3,3,33,38,32
3,3,37,44,35
3,3,40,49,35
3,3,41,49,33
3,3,39,41,29
3,3,30,34,30
3,3,33,40,34
3,3,40,51,38
3,3,41,49,36
3,3,39,42,31
3,3,32,31,25
3,3,27,28,26
3,3,30,35,30
3,3,35,44,37
3,3,38,47,37
3,3,38,45,35
3,3,36,38,30
3,3,30,28,25
3,3,23,20,20
3,3,32,38,33
3,3,34,41,34
3,3,35,42,34
3,3,34,39,32
3,3,31,31,27
3,3,26,24,23
3,3,25,23,23
3,3,28,29,27
3,3,30,33,30
3,3,31,34,30
3,3,30,31,28
3,3,27,26,24
3,3,25,22,23
3,3,27,26,25
3,3,25,27,29
3,3,29,34,33
3,3,34,43,37
3,3,35,41,35
3,3,24,26,28
3,3,28,34,34
3,3,35,49,43
3,3,38,53,44
3,3,38,51,42
3,3,35,43,36
3,3,29,30,29
3,3,26,29,31
3,3,29,37,37
3,3,32,45,43
3,3,36,52,47
3,3,38,56,48
3,3,39,54,44
3,3,36,44,38
3,3,30,31,30
3,3,26,30,32
3,3,29,38,38
3,3,32,44,43
3,3,37,52,47
3,3,36,49,43
3,3,28,29,29
3,3,25,28,31
3,3,28,36,37
3,3,31,42,41
3,3,33,45,43
3,3,34,46,43
3,3,33,42,39
3,3,23,24,23
3,3,24,26,24
3,3,25,26,24
3,3,24,24,23
3,3,27,31,34
3,3,30,39,38
3,3,29,33,34
3,3,27,33,28
3,3,28,34,28
3,3,28,32,27
3,3,26,28,31
3,3,24,25,28
3,3,24,29,27
3,3,26,33,30
3,3,28,37,31
3,3,30,38,31
3,3,30,36,29
3,3,27,30,26
3,3,22,22,22
3,3,24,29,28
3,3,26,34,31
3,3,28,37,33
3,3,29,38,32
3,3,29,36,30
3,3,25,32,30
3,3,27,35,31
3,3,28,32,29
3,3,25,27,25
3,3,23,28,27
3,3,24,30,28
3,3,25,31,29
3,3,26,31,28
3,3,25,27,26
2,2,18,16,15
2,2,20,17,16
3,3,24,27,26
2,2,20,18,16
3,2,21,19,17
