,gM,rbM,rI,gI,bI
1152,19,43,2,5,3
1153,16,34,1,5,3
1154,6,14,2,5,4
1155,22,42,1,6,4
1156,6,12,2,5,3
1157,16,36,1,6,4
1158,20,42,1,5,4
1159,11,38,1,4,3
1160,15,20,2,4,4
1161,14,27,1,4,4
1162,8,29,1,4,3
1163,16,40,2,6,4
1164,16,44,1,6,4
1165,11,22,1,5,4
1166,7,14,1,4,4
1167,13,26,1,5,4
1168,19,30,2,6,4
1169,13,22,2,4,4
1170,12,23,1,4,4
1171,14,24,1,4,4
1172,14,26,1,4,4
1173,8,28,1,4,3
1174,17,40,2,5,3
1175,20,45,2,5,3
1176,15,39,2,5,3
1177,20,44,2,5,3
1178,9,35,1,4,3
1179,20,30,2,5,4
1180,9,17,1,5,4
1181,16,36,2,6,3
1182,10,23,1,4,4
1183,18,40,1,5,4
1184,18,29,1,5,4
1185,23,46,2,5,4
1186,21,39,2,5,4
1187,13,17,2,4,4
1188,8,36,1,5,3
1189,12,23,1,5,4
1190,19,35,2,6,4
1191,18,45,1,5,3
1192,16,46,1,6,4
1193,24,43,3,6,4
1194,16,39,2,6,3
1195,9,16,2,4,4
1196,15,26,1,5,4
1197,13,27,1,4,4
1198,19,44,1,5,3
1199,22,46,3,7,4
1200,22,43,2,5,4
1201,21,46,2,5,3
1202,7,21,1,5,4
1203,15,38,1,4,3
1204,15,22,2,4,4
1205,19,39,4,11,7
1206,20,41,4,10,6
1207,22,40,4,9,6
1208,22,38,2,5,4
1209,14,33,2,6,3
1210,11,33,1,5,4
1211,15,26,1,4,4
1212,12,29,1,5,3
1213,23,34,3,5,4
1214,17,43,4,12,6
1215,14,40,4,15,8
1216,14,33,5,16,9
1217,13,39,4,17,9
1218,14,42,4,15,7
1219,23,45,2,5,4
1220,22,39,2,5,4
1221,10,18,1,5,4
1222,10,19,1,5,4
1223,5,12,2,5,3
1224,21,30,2,5,4
1225,14,35,1,5,3
1226,19,40,1,5,4
1227,22,45,2,5,3
1228,13,24,1,4,3
1229,22,45,2,5,4
1230,16,44,4,13,6
1231,12,36,5,18,8
1232,11,33,5,21,10
1233,12,33,5,19,10
1234,15,37,5,15,7
1235,19,43,1,5,3
1236,6,12,1,4,4
1237,5,14,2,5,3
1238,17,43,1,5,4
1239,15,34,1,4,3
1240,9,21,2,4,3
1241,15,37,5,14,7
1242,14,35,5,16,8
1243,13,35,5,17,8
1244,16,36,5,13,7
1245,20,44,4,10,5
1246,6,19,1,5,4
1247,6,14,2,4,3
1248,11,30,2,5,3
1249,17,42,1,5,4
1250,11,20,1,5,4
1251,20,45,1,5,4
1252,24,40,2,6,5
1253,12,26,2,4,3
1254,21,42,1,5,4
1255,20,39,1,5,4
1256,21,38,3,6,3
1257,21,46,4,9,4
1258,20,45,4,10,5
1259,18,40,5,11,5
1260,19,37,5,11,6
1261,23,45,4,8,4
1262,8,15,1,4,3
1263,8,19,2,4,3
1264,19,32,2,6,4
1265,5,15,1,4,3
1266,24,42,2,6,4
1267,21,39,3,6,3
1268,23,40,3,6,4
1269,24,39,4,7,4
1270,23,41,4,8,4
1271,22,42,4,8,4
1272,19,32,1,5,4
1273,19,27,2,5,4
1274,17,23,2,5,4
1275,15,42,1,6,4
1276,23,45,2,7,5
1277,23,44,2,7,5
1278,21,34,2,6,4
1279,23,33,3,5,4
1280,23,42,3,6,3
1281,23,39,3,6,4
1282,22,39,3,6,3
1283,20,38,3,6,3
1284,22,39,3,7,5
1285,22,34,3,5,3
1286,22,33,3,5,3
1287,5,15,2,4,3
1288,17,42,2,6,4
1289,21,44,3,8,5
1290,23,46,3,8,5
1291,21,43,3,9,6
1292,21,45,3,9,6
1293,22,45,3,8,5
1294,14,29,1,5,4
1295,8,19,2,5,4
1296,13,29,2,5,4
1297,19,45,3,11,7
1298,18,46,3,12,8
1299,23,40,3,7,5
1300,5,14,1,4,3
1301,9,21,1,5,3
1302,12,22,1,5,4
1303,14,40,4,16,8
1304,15,39,4,14,8
1305,16,46,3,13,8
1306,6,23,1,4,3
1307,18,27,1,5,4
1308,17,42,2,6,3
1309,16,41,4,13,7
1310,15,41,4,14,7
1311,16,40,4,13,7
1312,22,43,3,8,5
1313,22,37,2,6,4
1314,17,37,1,5,3
1315,13,25,1,4,3
1316,18,43,1,5,3
1317,16,35,1,6,4
1318,12,24,1,5,4
1319,15,41,2,6,3
1320,18,32,3,6,4
1321,21,43,3,7,4
1322,21,42,4,9,5
1323,24,46,2,7,5
1324,6,15,2,5,4
1325,10,24,2,5,4
1326,19,41,2,5,4
1327,21,42,3,7,4
1328,22,43,2,7,5
1329,11,16,1,4,4
1330,10,16,1,4,4
1331,6,11,1,4,4
1332,14,40,2,6,3
1333,17,44,2,6,3
1334,19,33,3,6,3
1335,9,14,1,4,4
1336,15,41,1,6,4
1337,14,33,2,6,4
1338,15,38,2,5,3
1339,17,36,1,5,3
1340,19,39,1,5,4
1341,16,40,1,6,4
1342,13,36,2,6,3
1343,14,40,1,5,4
1344,15,35,2,5,4
1345,23,41,3,6,4
1346,11,14,2,4,4
1347,23,42,3,7,5
1348,7,13,2,4,4
1349,15,34,2,5,4
1350,6,14,1,5,3
1351,24,43,3,7,5
1352,17,41,1,5,3
1353,13,25,1,5,4
1354,14,34,1,6,4
1355,13,33,2,6,3
1356,15,38,1,6,4
1357,24,46,2,6,4
1358,16,43,2,6,3
1359,21,46,3,9,6
1360,15,28,1,4,4
1361,22,42,2,5,3
1362,24,35,2,5,4
1363,14,39,4,15,8
1364,14,46,3,15,9
1365,22,40,2,6,5
1366,22,38,2,6,4
1367,21,46,3,8,5
1368,19,38,4,11,7
1369,17,39,4,12,7
1370,18,37,4,12,8
1371,17,45,3,12,8
1372,19,44,3,11,8
1373,14,31,1,4,4
1374,18,33,2,5,3
1375,18,41,4,11,6
1376,17,40,4,12,7
1377,15,38,2,6,4
1378,23,42,2,6,4
1379,21,43,2,7,5
1380,22,41,2,7,5
1381,16,45,1,6,4
1382,6,18,1,5,4
1383,14,38,4,15,9
1384,13,38,4,17,10
1385,13,36,4,17,11
1386,14,35,4,16,11
1387,16,44,3,14,10
1388,12,27,1,4,4
1389,23,34,2,5,4
1390,23,36,2,5,4
1391,13,35,2,5,3
1392,23,42,2,6,5
1393,18,36,1,5,4
1394,13,46,1,6,3
1395,6,15,1,4,4
1396,12,38,4,19,10
1397,12,37,4,19,11
1398,18,45,2,6,4
1399,19,26,2,5,4
1400,15,36,5,14,7
1401,21,45,1,5,4
1402,16,27,3,5,3
1403,24,46,2,6,5
1404,9,28,1,5,4
1405,21,41,4,9,5
1406,19,33,3,6,4
1407,6,12,1,5,4
1408,21,39,2,6,5
1409,13,35,2,6,3
1410,17,41,1,6,4
1411,19,32,3,6,4
1412,13,45,1,4,3
1413,16,37,2,5,4
1414,14,37,2,5,3
1415,21,38,2,6,5
1416,23,44,2,6,5
1417,24,40,3,6,4
1418,10,23,2,4,3
1419,12,19,2,4,4
1420,21,44,3,7,4
1421,23,41,2,6,5
1422,14,34,2,6,4
1423,14,36,1,6,3
1424,23,41,2,7,5
1425,24,44,2,6,4
1426,23,41,3,7,5
1427,24,43,2,6,5
1428,5,15,2,5,3
1429,15,28,2,4,3
1430,8,31,1,4,3
1431,8,24,2,5,3
1432,21,39,3,7,5
1433,17,46,3,12,7
1434,20,46,3,10,6
1435,23,37,2,5,4
1436,12,22,1,4,3
1437,15,24,1,5,4
1438,24,38,2,6,5
1439,21,40,3,7,5
1440,16,38,4,13,8
1441,14,37,4,15,9
1442,14,37,4,16,10
1443,13,37,4,17,10
1444,15,37,4,14,9
1445,18,42,1,5,4
1446,20,38,2,5,3
1447,17,40,1,5,3
1448,5,19,1,4,3
1449,14,38,4,16,9
1450,12,39,4,18,9
1451,12,40,4,18,9
1452,13,38,4,17,9
1453,23,43,3,8,6
1454,9,22,1,5,3
1455,20,41,3,7,4
1456,10,30,1,5,4
1457,14,35,2,6,4
1458,14,32,2,6,4
1459,12,23,1,4,3
1460,19,44,2,6,3
1461,18,34,1,5,4
1462,17,42,4,12,6
1463,12,43,1,4,3
1464,19,29,3,5,4
1465,23,41,4,8,5
1466,16,43,2,6,4
1467,21,44,2,7,5
1468,7,13,1,5,4
1469,15,28,2,5,3
1470,8,12,1,4,4
1471,8,20,2,4,3
1472,17,30,3,6,3
1473,20,33,3,6,4
1474,17,43,1,6,4
1475,20,44,1,5,4
1476,5,16,1,4,3
1477,5,16,1,5,3
1478,15,27,2,6,4
1479,18,44,1,6,4
1480,21,43,1,5,4
1481,16,37,1,5,3
1482,5,14,1,5,3
1483,15,39,1,6,4
1484,18,28,2,6,4
1485,7,21,2,5,3
1486,24,36,2,6,5
1487,21,33,2,6,4
1488,6,26,1,5,3
1489,20,46,1,5,4
1490,14,21,2,4,4
1491,6,11,1,5,4
1492,13,24,1,5,4
1493,5,11,1,4,4
1494,11,26,2,5,4
1495,24,41,2,6,5
1496,23,40,2,6,5
1497,9,21,1,4,4
1498,13,32,2,6,3
1499,5,20,1,5,3
1500,17,26,2,6,4
1501,11,17,1,4,4
1502,23,33,2,5,4
1503,24,38,2,5,4
1504,18,43,2,6,3
1505,23,34,2,6,5
1506,20,33,1,5,4
1507,14,26,2,6,4
1508,13,36,2,5,3
1509,16,37,2,6,3
1510,18,42,2,5,3
1511,22,46,2,7,4
1512,24,43,2,6,4
1513,21,41,2,7,5
1514,19,42,1,5,4
1515,18,44,1,5,3
1516,23,44,3,7,5
1517,17,46,3,12,8
1518,22,37,2,5,4
1519,17,46,2,6,3
1520,21,45,3,8,5
1521,15,46,3,14,9
1522,15,45,3,14,9
1523,14,27,2,6,4
1524,11,25,1,5,3
1525,20,37,2,6,5
1526,15,40,1,6,4
1527,19,46,2,6,3
1528,22,41,3,7,5
1529,22,44,3,8,6
1530,18,38,4,11,7
1531,15,26,2,6,4
1532,14,32,2,6,3
1533,23,43,2,6,5
1534,17,29,1,5,4
1535,7,13,1,4,3
1536,16,32,1,5,3
1537,5,12,1,4,4
1538,14,33,1,6,4
1539,21,38,2,6,4
1540,17,43,2,6,4
1541,20,42,3,7,4
1542,22,40,3,6,4
1543,14,46,1,6,3
1544,15,30,1,4,4
1545,12,20,1,4,4
1546,20,27,2,5,4
1547,5,15,1,5,4
1548,22,32,2,5,4
1549,14,39,2,6,3
1550,11,21,1,5,4
1551,20,45,1,5,3
1552,15,31,1,5,3
1553,16,41,1,6,4
1554,9,15,1,4,4
1555,16,29,1,5,3
1556,22,37,2,6,5
1557,19,46,1,5,3
1558,21,39,2,7,5
1559,13,43,1,6,3
1560,5,11,1,4,3
1561,7,14,2,4,4
1562,14,44,1,6,4
1563,21,44,1,5,4
1564,24,37,3,6,5
1565,22,40,3,7,5
1566,17,42,1,6,4
1567,21,33,3,6,5
1568,21,44,3,9,7
1569,22,42,3,8,6
1570,17,37,1,6,4
1571,5,13,1,5,4
1572,20,38,1,5,4
1573,16,38,1,6,4
1574,15,36,4,14,10
1575,17,36,4,13,10
1576,18,36,4,12,9
1577,22,41,3,8,6
1578,14,25,2,6,4
1579,20,31,2,6,4
1580,15,40,2,6,4
1581,18,32,1,5,4
1582,14,33,2,5,4
1583,12,38,4,18,10
1584,11,30,5,21,13
1585,11,35,4,21,14
1586,11,30,5,20,13
1587,13,35,4,17,12
1588,20,30,2,6,5
1589,10,28,2,5,3
1590,11,27,2,5,4
1591,22,45,1,5,4
1592,21,39,2,5,3
1593,9,26,2,5,3
1594,9,30,5,25,14
1595,10,30,5,23,14
1596,11,36,4,20,12
1597,14,28,1,5,4
1598,21,39,4,9,6
1599,14,39,4,16,9
1600,19,37,4,11,8
1601,5,12,1,5,4
1602,14,37,2,6,4
1603,14,31,1,6,4
1604,24,34,2,5,4
1605,23,40,4,8,5
1606,19,43,4,10,5
1607,20,40,4,10,6
1608,21,40,4,9,6
1609,23,39,1,5,4
1610,8,14,1,5,4
1611,22,34,2,6,4
1612,7,25,1,4,3
1613,16,28,2,6,4
1614,20,35,3,6,4
1615,20,40,3,7,4
1616,24,38,3,6,4
1617,13,28,2,6,4
1618,15,34,1,6,4
1619,17,27,1,5,4
1620,20,41,1,5,4
1621,11,24,2,4,3
1622,18,31,3,6,4
1623,16,25,2,6,4
1624,14,39,1,6,4
1625,14,27,1,4,3
1626,11,20,1,4,3
1627,13,30,1,5,3
1628,20,32,2,6,4
1629,19,31,2,6,4
1630,18,45,1,6,4
1631,16,22,1,5,4
1632,13,42,1,6,3
1633,23,29,2,6,5
1634,14,37,1,6,4
1635,6,11,1,4,3
1636,23,42,2,7,5
1637,23,32,2,6,5
1638,23,37,2,6,5
1639,13,37,2,6,3
1640,24,45,2,7,5
1641,22,38,2,6,5
1642,17,30,1,6,4
1643,24,35,2,6,5
1644,20,42,3,10,7
1645,10,43,1,5,3
1646,15,20,1,5,4
1647,9,13,1,4,4
1648,11,20,2,4,4
1649,7,17,2,4,3
1650,16,39,1,6,4
1651,5,11,2,5,4
1652,24,42,3,7,5
1653,10,40,1,4,3
1654,18,46,1,5,3
1655,21,27,2,5,4
1656,22,33,2,5,4
1657,15,25,2,6,4
1658,17,28,2,6,4
1659,16,42,1,6,4
1660,21,40,2,5,3
1661,17,40,1,6,4
1662,24,41,2,6,4
1663,21,43,3,8,5
1664,21,44,2,7,4
1665,5,16,1,5,4
1666,20,36,1,6,4
1667,22,32,2,6,5
1668,22,43,3,8,6
1669,22,43,3,9,7
1670,21,43,3,9,7
1671,21,41,2,6,5
1672,22,39,2,6,5
1673,23,43,2,7,5
1674,22,42,2,7,5
1675,20,42,2,7,5
1676,19,25,2,5,4
1677,22,36,2,6,4
1678,23,41,2,5,4
1679,22,46,2,6,5
1680,23,44,3,8,6
1681,17,35,4,13,10
1682,15,35,4,15,11
1683,15,36,4,15,10
1684,15,35,4,14,10
1685,17,37,4,12,8
1686,21,42,3,9,7
1687,20,40,2,7,5
1688,8,12,2,4,3
1689,12,36,4,18,11
1690,11,35,4,21,13
1691,10,36,4,22,13
1692,11,35,4,20,13
1693,13,39,1,6,4
1694,20,37,1,5,4
1695,19,26,1,5,4
1696,18,24,2,5,4
1697,9,22,2,4,3
1698,18,42,2,6,3
1699,16,33,1,5,3
1700,12,36,4,19,12
1701,10,30,5,22,13
1702,21,43,2,6,5
1703,22,43,1,5,4
1704,10,36,1,4,3
1705,17,39,4,12,8
1706,16,36,4,13,9
1707,22,41,3,9,7
1708,22,40,3,9,7
1709,21,42,3,9,6
1710,22,39,4,8,5
1711,13,38,1,6,3
1712,19,42,3,11,8
1713,7,15,1,5,3
1714,24,39,3,6,5
1715,13,37,1,6,4
1716,24,42,2,7,5
1717,16,45,3,13,8
1718,15,42,2,6,3
1719,9,22,2,5,4
1720,18,41,1,5,3
1721,19,33,1,5,4
1722,13,19,2,5,4
1723,5,12,2,4,3
1724,21,41,2,5,3
1725,23,36,3,6,5
1726,5,14,1,5,4
1727,22,40,3,6,3
1728,24,40,3,7,6
1729,13,31,2,6,3
1730,21,46,1,5,4
1731,20,35,4,10,8
1732,24,38,3,8,7
1733,5,11,2,5,3
1734,21,42,3,8,5
1735,22,46,1,5,4
1736,16,39,4,13,8
1737,16,44,3,13,9
1738,20,36,2,6,5
1739,20,45,3,10,6
1740,22,42,3,9,7
1741,7,22,1,5,4
1742,5,12,1,5,3
1743,13,42,1,4,3
1744,9,17,2,4,4
1745,19,46,3,10,6
1746,23,45,3,8,5
1747,12,35,2,6,3
1748,6,13,1,4,4
1749,13,27,2,6,4
1750,16,24,2,4,4
1751,24,41,2,5,4
1752,21,35,2,6,5
1753,5,15,1,5,3
1754,23,37,3,6,5
1755,24,39,2,5,4
1756,23,38,2,5,4
1757,21,40,3,9,7
1758,22,34,2,6,5
1759,12,33,2,6,3
1760,24,42,2,5,4
1761,14,34,2,5,4
1762,17,27,3,5,4
1763,18,40,2,5,4
1764,19,44,3,11,7
1765,24,45,2,5,3
1766,22,40,2,5,3
1767,23,35,2,5,4
1768,23,45,2,6,5
1769,13,31,2,6,4
1770,23,38,2,6,5
1771,13,30,2,6,4
1772,14,27,1,5,4
1773,8,19,1,4,4
1774,14,43,1,6,3
1775,17,28,1,5,4
1776,23,45,3,8,6
1777,20,38,4,10,7
1778,19,36,4,11,8
1779,19,45,3,11,8
1780,21,42,2,7,4
1781,23,41,2,6,4
1782,19,29,2,6,4
1783,14,36,4,16,11
1784,13,30,5,17,12
1785,8,21,2,5,4
1786,20,33,2,6,5
1787,11,31,5,20,12
1788,10,29,5,23,15
1789,10,29,5,22,14
1790,12,21,1,4,3
1791,12,33,5,18,10
1792,11,31,5,21,12
1793,11,37,4,20,11
1794,9,33,1,4,3
1795,16,24,1,5,4
1796,22,36,3,6,5
1797,17,41,4,12,7
1798,17,26,1,5,4
1799,11,18,1,4,4
1800,22,42,3,7,5
1801,22,40,4,8,5
1802,21,45,4,9,4
1803,5,22,1,5,3
1804,13,32,2,6,4
1805,20,37,4,10,7
1806,17,34,4,13,11
1807,15,30,5,14,11
1808,20,34,2,6,5
1809,16,26,2,6,4
1810,13,30,2,5,4
1811,16,33,1,6,4
1812,12,28,5,19,16
1813,10,28,5,22,18
1814,10,28,5,23,18
1815,11,28,5,21,16
1816,14,35,4,16,12
1817,6,29,1,5,3
1818,14,24,2,6,4
1819,16,27,1,6,4
1820,14,32,1,6,4
1821,15,33,1,6,4
1822,8,24,6,30,20
1823,6,24,6,36,24
1824,6,24,6,36,25
1825,6,24,6,35,24
1826,7,24,6,32,20
1827,11,29,5,21,15
1828,19,35,4,11,9
1829,8,38,1,5,3
1830,14,36,2,6,4
1831,15,34,2,6,3
1832,8,25,6,29,18
1833,7,24,6,34,21
1834,6,24,6,35,23
1835,7,24,6,33,23
1836,11,34,4,20,15
1837,17,33,1,6,4
1838,19,23,2,5,4
1839,20,29,2,6,4
1840,21,43,4,9,5
1841,13,28,6,17,11
1842,11,28,6,20,12
1843,11,26,6,20,13
1844,11,26,6,21,14
1845,12,31,5,18,12
1846,23,31,2,5,4
1847,24,34,2,6,5
1848,14,35,1,6,4
1849,14,41,1,6,3
1850,22,43,4,9,5
1851,20,36,5,10,6
1852,19,35,5,11,7
1853,17,35,5,12,7
1854,20,39,4,10,7
1855,22,39,4,9,6
1856,11,25,1,4,4
1857,13,29,2,6,4
1858,12,18,2,5,4
1859,19,37,1,6,4
1860,20,31,1,6,4
1861,19,43,2,6,3
1862,17,30,3,6,4
1863,9,13,2,5,4
1864,22,34,4,7,5
1865,24,38,3,6,5
1866,21,42,2,6,5
1867,14,36,1,6,4
1868,22,35,2,6,5
1869,22,38,4,8,5
1870,15,22,1,5,4
1871,13,45,1,6,3
1872,17,31,3,6,4
