gM,rbM,rI,gI,bI
-2.5511495706424583,-2.1965368344461282,-1.035491941170552,-1.399592655122918,-1.1967644807080984
-2.5511495706424583,-2.1965368344461282,-0.4594681198996305,-1.0921663611188361,-0.6875180826492915
-2.5511495706424583,-2.1965368344461282,0.011824097503850812,-0.7847400671147541,-0.270861938782995
-2.5511495706424583,-2.1965368344461282,0.1165557013712911,-0.740822025114171,-0.08568143039797436
-2.5511495706424583,-2.1965368344461282,-0.19763911023102979,-0.9164941931165035,-0.22456681168673986
-2.5511495706424583,-2.1965368344461282,-0.7736629315019514,-1.2239204871205855,-0.5949278284567812
-2.5511495706424583,-2.1965368344461282,-1.2973209508391528,-1.399592655122918,-1.381944989093119
-2.5511495706424583,-2.1965368344461282,-0.7736629315019514,-1.1360844031194193,-0.826403463938057
-2.5511495706424583,-2.1965368344461282,0.06418989943757096,-0.6090678991124215,0.053203950890791135
-2.5511495706424583,-3.1965368344461282,1.2162375419794142,0.22537489889865808,0.9791064928158945
-3.5511495706424583,-3.1965368344461282,2.0017245709852163,1.1037357389103208,1.6272382721634668
-3.5511495706424583,-3.1965368344461282,2.263553580653817,1.2354898649120702,1.8124187805484875
-3.5511495706424583,-3.1965368344461282,1.7398955613166156,0.7084733609050726,1.442057763778446
-2.5511495706424583,-3.1965368344461282,0.6925795226422127,-0.25772356310775646,0.7013357302383635
-2.5511495706424583,-2.1965368344461282,-0.4594681198996305,-1.048248319118253,-0.22456681168673986
-2.5511495706424583,-2.1965368344461282,-1.2973209508391528,-1.399592655122918,-0.9189937181305673
-2.5511495706424583,-2.1965368344461282,-0.6689313276345111,-1.0921663611188361,-0.7338132097455466
-2.5511495706424583,-3.1965368344461282,0.430750512973612,-0.25772356310775646,0.4698600947570876
-3.5511495706424583,-3.1965368344461282,1.844627165184056,1.191571822911487,1.8587139076447425
-3.5511495706424583,-3.1965368344461282,2.3682851845212576,1.5868342009167353,2.0901895431260185
-2.5511495706424583,-3.1965368344461282,0.7449453245759329,-0.2138055211071733,0.7013357302383635
-2.5511495706424583,-2.1965368344461282,-0.7212971295682312,-1.1360844031194193,-0.5023375742642708
-2.5511495706424583,-2.1965368344461282,-0.983126139236832,-1.2678385291211687,-1.0578790994193328
-2.5511495706424583,-3.1965368344461282,0.16892150330501124,-0.47731377311067213,0.19208933217955662
-3.5511495706424583,-3.1965368344461282,1.7398955613166156,1.147653780910904,1.8587139076447425
-3.5511495706424583,-3.1965368344461282,1.6351639574491754,0.7963094449062389,1.3494675095859356
-2.5511495706424583,-2.1965368344461282,-0.19763911023102979,-0.9164941931165035,-0.1782716845904847
-2.5511495706424583,-2.1965368344461282,-1.1925893469717126,-1.399592655122918,-1.0578790994193328
-2.5511495706424583,-2.1965368344461282,-0.5118339218333506,-1.0921663611188361,-0.5949278284567812
-2.5511495706424583,-3.1965368344461282,1.0067743342445337,0.18145685689807495,1.11799187410466
-3.5511495706424583,-3.1965368344461282,2.0017245709852163,1.1037357389103208,1.4883528908747012
-2.5511495706424583,-2.1965368344461282,0.011824097503850812,-0.7847400671147541,-0.1319765574942295
-2.5511495706424583,-2.1965368344461282,-1.0878577431042722,-1.355674613122335,-1.0578790994193328
-2.5511495706424583,-2.1965368344461282,-0.19763911023102979,-0.8725761511159204,-0.22456681168673986
-3.5511495706424583,-3.1965368344461282,1.530432353581735,0.7523914029056558,1.8124187805484875
-3.5511495706424583,-3.1965368344461282,1.7398955613166156,0.7963094449062389,1.11799187410466
-2.5511495706424583,-2.1965368344461282,-0.14527330829730964,-0.8725761511159204,-0.3171570658792502
-2.5511495706424583,-2.1965368344461282,-1.1925893469717126,-1.399592655122918,-1.150469353611843
-2.5511495706424583,-2.1965368344461282,-1.035491941170552,-1.399592655122918,-1.2893547349006087
-2.5511495706424583,-2.1965368344461282,0.011824097503850812,-0.740822025114171,-0.08568143039797436
-3.5511495706424583,-3.1965368344461282,1.7922613632503357,0.9280635709079883,2.0901895431260185
-2.5511495706424583,-3.1965368344461282,0.9544085323108135,0.18145685689807495,0.5624503489495979
-2.5511495706424583,-2.1965368344461282,-0.5641997237670708,-1.0043302771176699,-0.6412229555530363
-2.5511495706424583,-2.1965368344461282,-0.04054170442986933,-0.8725761511159204,-0.270861938782995
-3.5511495706424583,-3.1965368344461282,1.6875297593828955,0.7084733609050726,1.6735333992597219
-3.5511495706424583,-3.1965368344461282,1.6351639574491754,1.191571822911487,1.3031723824896806
-2.5511495706424583,-2.1965368344461282,0.1165557013712911,-0.433395731110089,-0.039386303301719196
-2.5511495706424583,-2.1965368344461282,-0.983126139236832,-1.2239204871205855,-0.9652888452268225
-2.5511495706424583,-2.1965368344461282,-0.30237071409847005,-1.0921663611188361,-0.7338132097455466
-2.5511495706424583,-3.1965368344461282,1.0591401361782538,-0.08205139510542388,0.7476308573346186
-3.5511495706424583,-3.1965368344461282,1.7398955613166156,1.4111620329144028,1.5809431450672116
-2.5511495706424583,-3.1965368344461282,0.48311631490733215,-0.03813335310484074,0.284679586372067
-2.5511495706424583,-2.1965368344461282,-0.5641997237670708,-0.9164941931165035,-0.6412229555530363
-2.5511495706424583,-2.1965368344461282,-1.2973209508391528,-1.355674613122335,-1.2893547349006087
-2.5511495706424583,-2.1965368344461282,-0.7212971295682312,-1.355674613122335,-1.2430596078043534
-2.5511495706424583,-2.1965368344461282,0.22128730523873139,-0.8725761511159204,-0.36345219297550535
-2.5511495706424583,-3.1965368344461282,1.2686033439131343,0.005784688895742398,0.7939259844308738
-3.5511495706424583,-3.1965368344461282,2.0540903729189366,1.0598176969097377,1.8124187805484875
-3.5511495706424583,-3.1965368344461282,2.3682851845212576,1.6307522429173185,2.229074924414784
-3.5511495706424583,-3.1965368344461282,2.0540903729189366,1.4111620329144028,1.9513041618372529
-3.5511495706424583,-3.1965368344461282,1.3209691458468544,0.6645553189044895,1.2105821282971703
-2.5511495706424583,-3.1965368344461282,0.430750512973612,-0.2138055211071733,0.284679586372067
-2.5511495706424583,-2.1965368344461282,-0.4594681198996305,-0.8725761511159204,-0.548632701360526
-2.5511495706424583,-2.1965368344461282,-1.1402235450379925,-1.2678385291211687,-1.150469353611843
-2.5511495706424583,-2.1965368344461282,-0.6165655257007909,-1.3117565711217518,-1.2430596078043534
-2.5511495706424583,-2.1965368344461282,0.011824097503850812,-1.0043302771176699,-0.6412229555530363
-2.5511495706424583,-3.1965368344461282,0.48311631490733215,-0.6529859411130047,-0.08568143039797436
-2.5511495706424583,-3.1965368344461282,0.6925795226422127,-0.433395731110089,0.23838445927581178
-2.5511495706424583,-3.1965368344461282,0.48311631490733215,-0.47731377311067213,0.0994990779870463
-2.5511495706424583,-2.1965368344461282,0.011824097503850812,-0.7847400671147541,-0.3171570658792502
-2.5511495706424583,-2.1965368344461282,-0.6165655257007909,-1.0921663611188361,-0.7801083368418018
-2.5511495706424583,-2.1965368344461282,-1.0878577431042722,-1.2678385291211687,-1.1967644807080984
-2.5511495706424583,-2.1965368344461282,-0.6689313276345111,-1.355674613122335,-1.2430596078043534
-2.5511495706424583,-2.1965368344461282,-0.6165655257007909,-1.2678385291211687,-1.104174226515588
-2.5511495706424583,-2.1965368344461282,-0.7212971295682312,-1.3117565711217518,-1.150469353611843
-2.5511495706424583,-2.1965368344461282,-0.983126139236832,-1.355674613122335,-1.2430596078043534
